RecordID_Int,ParcelNumber,StreetNumber,StreetName,Unit,UseCode,Style,Grade,Roof,Flooring,Heating,Fireplace,YearBuilt,TotalRooms,Bedrooms,HalfBathrooms,FullBathrooms,BasementGarage,Basement,FinishedBasement,BasementType,ExternalWalls,NumberOfStories,SquareFootageFinishedLiving
2318,180048100,216,SUNSET AVE,,Single Family,1 Story,C,Shingles,Hardwood,Forced Air,0,1957,9,3,0,2,0,960,762,Full Basement,Aluminum,1.00,960
2319,180049000,218,SUNSET AVE,,Single Family-1 Conversion,1 Story,C,Shingles,Hardwood,Forced Air,0,1957,8,4,0,2,0,960,877,Full Basement,Aluminum,1.00,960
2320,180049100,0,JEFFERSON PARK CIR,,Vacant Land,,,,,,,,,,,,,0,0,,,,
2321,180050000,2601,JEFFERSON PARK CIR,,Single Family,2 Story,B,Shingles,Hardwood,Hot Water Radiator,1,1947,7,3,0,2,0,0,0,No Basement,Wood,2.00,1580
2322,180051000,2603,JEFFERSON PARK CIR,,Single Family,1.5 Story,B,Shingles,Hardwood,Hot Water Radiator,1,1947,9,3,1,3,0,0,0,No Basement,Hardy Board,1.75,2620
2323,180052000,2605,JEFFERSON PARK CIR,,Single Family,2 Story,C,Shingles,Hardwood,Hot Water Radiator,2,1947,9,4,0,3,0,873,654,Partial Basement,Aluminum,2.00,1795
2324,180053000,0,SUNSET AVE,,Vacant Land,,,,,,,,,,,,,0,0,,,,
2325,180054000,2607,JEFFERSON PARK CIR,,Single Family,2 Story,C,Architectural Shingles,Hardwood,Hot Water Radiator,2,1949,10,5,1,3,0,846,820,Full Basement,Wood,2.00,1780
2326,180055000,236,SUNSET AVE,,Duplex,1 Story,C,Shingles,Hardwood,Forced Air,0,1957,5,3,0,1,0,979,750,Full Basement,Aluminum,1.00,979
2327,180055100,234,SUNSET AVE,,Single Family,1 Story,C,Shingles,Hardwood,Forced Air,0,1957,5,3,0,1,0,979,0,Full Basement,Vinyl,1.00,979
2328,180055200,232,SUNSET AVE,,Duplex,1 Story,C,Shingles,Hardwood,Forced Air,0,1957,8,5,0,2,0,979,734,Full Basement,Wood,1.00,979
2329,180055300,230,SUNSET AVE,,Single Family,1 Story,C,Shingles,Hardwood,Forced Air,0,1957,7,3,0,2,0,979,586,Partial Basement,Wood,1.00,1099
2330,180055400,228,SUNSET AVE,,Single Family,1 Story,C,Shingles,Hardwood,Forced Air,0,1957,9,3,0,1,0,979,0,Full Basement,Vinyl,1.00,979
2331,180055500,226,SUNSET AVE,,Single Family,1 Story,C,Shingles,Hardwood,Forced Air,0,1957,5,3,0,1,0,979,0,Full Basement,Aluminum,1.00,979
2332,180056000,2611,JEFFERSON PARK CIR,,Single Family,1 Story,C,Shingles,Hardwood,Radiant,1,1955,6,3,0,2,0,844,844,Partial Basement,Wood,1.00,844
2333,180057000,2617,JEFFERSON PARK CIR,,Single Family-1 Conversion,1 Sty w/ Bsmt,C +,Architectural Shingles,Hardwood,Forced Air,2,1952,10,4,0,2,0,1100,956,Full Basement,Wood,1.00,1230
2334,180058000,2619,JEFFERSON PARK CIR,,Single Family,1 Story,C,Shingles,Hardwood,Hot Water Radiator,1,1929,8,4,0,2,0,1024,874,Full Basement,Stone,1.00,1024
2335,180059000,2621,JEFFERSON PARK CIR,,Single Family-1 Conversion,1 Story,C,Shingles,Hardwood,Forced Air,2,1957,10,5,1,2,0,1056,799,Full Basement,Wood,1.00,1056
2336,180059100,238,SUNSET AVE,,Single Family-1 Conversion,1 Story,C,Shingles,Hardwood,Baseboard,0,1977,10,4,0,2,0,0,0,No Basement,Wood,1.00,1776
2337,180060000,2625,JEFFERSON PARK CIR,,Single Family,2 Story,B,Shingles,Hardwood,Hot Water Radiator,1,1939,8,3,2,2,0,864,800,Full Basement,Brick Veneer,2.00,2656
2338,180060100,0,SUNSET AVE,,Vacant Land,No data,No data,No data,No data,No data,No dat,,No dat,No dat,No dat,No dat,No dat,0,0,No data,No data,No dat,
2339,180555000,0,UNKNOWN,,Vacant Land,,,,,,,,,,,,,0,0,,,,
2340,18A001000,151,STRIBLING AVE,,Single Family,1 Story,C +,Architectural Shingles,Hardwood,Heat Pump,0,1952,4,2,0,1,0,768,,Full Basement,Vinyl,1.00,768
2341,18A003000,155,STRIBLING AVE,,Single Family-1 Conversion,1 Story,C,Shingles,Hardwood,Forced Air,0,1920,7,3,0,2,0,1107,885,Full Basement,Vinyl,1.00,1107
2342,18A006000,211,STRIBLING AVE,,Single Family-1 Conversion,1 Story,C,Shingles,Hardwood,Hot Water Radiator,1,1958,8,3,0,2,0,1071,910,Full Basement,Brick Veneer,1.00,1071
2343,18A007000,213,STRIBLING AVE,,Duplex,1 Story,C,Shingles,Hardwood,Baseboard,0,1967,8,4,0,2,0,698,698,Full Basement,Aluminum,1.00,674
2344,18A008000,215,STRIBLING AVE,,Single Family,1 Story,C,Shingles,Hardwood,Hot Water Radiator,0,1961,5,3,0,1,0,862,,Full Basement,Wood,1.00,862
2345,18A009000,217,STRIBLING AVE,,Duplex,2 Sty Attached,C -,Shingles,Hardwood,Heat Pump,0,1971,10,4,0,2,0,862,,Full Basement,Brick Veneer,2.00,1724
2346,18A010000,219,STRIBLING AVE,,Duplex,2 Story,C,Shingles,Hardwood,Baseboard,0,1970,8,4,0,2,0,862,0,Full Basement,Brick Veneer,2.00,1724
2347,18A011000,221,STRIBLING AVE,,Single Family-1 Conversion,1 Sty w/ Bsmt,C,Architectural Shingles,Hardwood,Hot Water Radiator,1,1951,8,3,0,2,0,918,540,Partial Basement,Stucco,1.00,1030
2348,18A012000,223,STRIBLING AVE,A&B,Duplex,2 Story,C,Shingles,Hardwood,Baseboard,0,1971,10,4,0,2,0,864,0,Full Basement,Brick Veneer,2.00,1688
2349,18A013000,227,STRIBLING AVE,,Single Family,1 Story,C,Shingles,Hardwood,Floor Furnace,0,1963,5,3,0,1,0,1019,0,Full Basement,Vinyl,1.00,1019
2350,18A016000,229,STRIBLING AVE,,Single Family,1 Story,C,Shingles,Hardwood,Floor Furnace,0,1953,4,2,0,1,0,766,0,Full Basement,Concrete Block,1.00,766
2351,18A017000,231,STRIBLING AVE,,Single Family,1 Story,C,Shingles,Hardwood,Heat Pump,0,1960,5,3,0,1,0,948,,Full Basement,Asbestos,1.00,948
2352,18A018000,233,STRIBLING AVE,,Single Family,1 Sty w/ Bsmt,C -,Shingles,Hardwood,Floor Furnace,0,1948,4,2,0,1,0,768,,Full Basement,Concrete Block,1.00,768
2353,18A019000,235,STRIBLING AVE,,Duplex,2 Story,C,Shingles,Other,Forced Air,0,1970,8,4,0,2,0,0,0,Partial Basement,Brick Veneer,2.00,2176
2354,18A020000,237,STRIBLING AVE,,Single Family,1.5 Story,C,Shingles,Hardwood,Hot Water Radiator,1,1946,10,3,0,2,0,501,0,Partial Basement,Concrete Block,1.75,1992
2355,18A021000,239,STRIBLING AVE,,Single Family-1 Conversion,1.5 Story,C,Shingles,Hardwood,Forced Air,2,1915,7,3,0,2,0,0,0,No Basement,Stucco,1.75,1881
2356,18A021100,0,STRIBLING AVE,,Vacant Land,,,,,,,,,,,,,0,0,,,,
2357,18A022000,247,STRIBLING AVE,,Single Family-2 Conversion,2 Sty Attached,C,Shingles,Hardwood,Baseboard,0,1971,12,6,2,4,0,1078,950,Full Basement,Brick Veneer,2.00,2176
2358,18A022100,249,STRIBLING AVE,,Single Family-2 Conversion,2 Sty Attached,C,Shingles,Hardwood,Baseboard,0,1971,12,6,2,4,0,1078,950,Full Basement,Brick Veneer,2.00,2156
2359,18A023000,251,STRIBLING AVE,,Single Family-2 Conversion,2 Sty Attached,C,Shingles,None,Baseboard,0,1971,12,6,2,4,0,1078,950,Full Basement,Brick Veneer,2.00,2156
2360,18A023100,253,STRIBLING AVE,,Single Family-2 Conversion,2 Story,C,Shingles,Hardwood,Baseboard,0,1970,12,6,2,4,0,1078,950,Full Basement,Brick Veneer,2.00,2156
2361,18A023200,255,STRIBLING AVE,,Single Family-2 Conversion,2 Story,C,Shingles,Hardwood,Baseboard,0,1970,12,6,2,4,0,1078,950,Full Basement,Brick Veneer,2.00,2156
2362,18A024000,254,STRIBLING AVE,,Single Family-1 Conversion,2 Story,C,Metal,None,Forced Air,1,1905,10,5,0,3,0,,,Partial Basement,Stone,2.00,3430
2363,18A024100,256,STRIBLING AVE,,Single Family-2 Conversion,2 Story,C,Shingles,None,Forced Air,0,1971,12,6,2,4,0,1078,950,Full Basement,Brick Veneer,2.00,2156
2364,18A024200,252,STRIBLING AVE,,Duplex,2 Story,C,Shingles,Hardwood,Forced Air,0,1971,8,4,2,2,0,0,0,Partial Basement,Brick Veneer,2.00,2150
2365,18A025000,240,STRIBLING AVE,,Vacant Land,No Style,E,N/A,None,No data,No dat,,0,0,0,0,0,,,No data,No data,No dat,0
2366,18A025000,240,STRIBLING AVE,,Vacant Land,,,,,,,,,,,,,0,0,,,,
2367,18A026000,238,STRIBLING AVE,,Single Family,1 Sty (Avg),C,Architectural Shingles,Hardwood,Forced Air,3,1956,8,3,No dat,2,0,1590,143,Full Basement,Wood,1.00,1590
2368,18A027000,236,STRIBLING AVE,,Single Family,1 Story,C,Shingles,None,Hot Water Radiator,1,1950,7,3,0,3,0,1754,1315,Partial Basement,Brick Veneer,1.00,1954
2369,18A028000,234,STRIBLING AVE,,Duplex,1 Story,C,Shingles,Hardwood,Forced Air,2,1963,6,3,0,2,0,840,724,Full Basement,Brick Veneer,1.00,840
2370,18A029000,230,STRIBLING AVE,,Single Family,1 Story,C,Shingles,Hardwood,Forced Air,0,1962,5,3,0,1,0,945,369,Full Basement,Aluminum,1.00,945
2371,18A030000,228,STRIBLING AVE,,Duplex,1 Story,C,Shingles,Hardwood,Hot Water Radiator,1,1963,10,4,0,2,0,991,743,Full Basement,Concrete Block,1.00,991
2372,18A031000,226,STRIBLING AVE,,Duplex,1 Story,C,Shingles,Hardwood,Heat Pump,1,1963,9,4,0,2,0,999,860,Full Basement,Concrete Block,1.00,999
2373,18A032000,218,STRIBLING AVE,,Single Family Attached,1 Story,C,Shingles,Other,Heat Pump,0,1983,6,4,0,4,0,756,756,Full Basement,Wood,1.00,756
2374,18A032100,220,STRIBLING AVE,,Single Family Attached,1 Story,C,Shingles,Other,Heat Pump,0,1983,6,4,0,4,0,756,756,Full Basement,Wood,1.00,756
2375,18A032200,222,STRIBLING AVE,,Single Family Attached,1 Story,C,Shingles,Other,Heat Pump,0,1983,6,4,0,4,0,756,756,Full Basement,Wood,1.00,756
2376,18A032300,224,STRIBLING AVE,,Single Family Attached,1 Story,C,Shingles,Other,Heat Pump,0,1983,6,4,0,4,0,756,756,Full Basement,Wood,1.00,756
2377,18A034000,206,STRIBLING AVE,A&B,Duplex,2 Story,C,Architectural Shingles,W/W Carpet,Heat Pump,0,2018,10,6,0,4,0,0,0,No Basement,Vinyl,2.0,2506
2378,18A035000,204,STRIBLING AVE,A&B,Duplex,2 Story,C,Architectural Shingles,W/W Carpet,Heat Pump,0,2018,10,6,0,4,0,0,0,No Basement,Vinyl,2.0,2506
2379,18A036000,202,STRIBLING AVE,,Duplex,2 Story,C,Shingles,W/W Carpet,Heat Pump,0,1999,10,6,2,4,0,,,No Basement,Vinyl,2.00,2560
2380,18A037000,200,STRIBLING AVE,,Duplex,2 Story,C,Shingles,None,Heat Pump,0,1999,10,6,2,4,0,0,0,No Basement,Vinyl,2.00,2560
2382,18A046000,0,STRIBLING AVE,,Vacant Land,,,,,,,,,,,,,0,0,,,,
2381,18A046000,0,STRIBLING AVE,,Vacant Land,Vacant Land,E -,N/A,None,Not Applicable,No dat,1500,0,0,0,0,0,,,N/A,Not Applicable,No dat,0
2383,18A051000,201,HUNTLEY AVE,,Single Family,2.5 Story,B,Architectural Shingles,Hardwood,Forced Air,1,2006,7,4,1,3,0,724,,Full Basement,Hardy Board,2.5,1652
2384,18A052000,203,HUNTLEY AVE,,Single Family,2.5 Story,B,Shingles,W/W Carpet,Forced Air,1,2006,8,4,1,4,0,828,812,Full Basement,Hardy Board,2.50,2092
2385,18A053000,205,HUNTLEY AVE,,Single Family,2.5 Story,B,Shingles,Hardwood,Forced Air,1,2006,10,3,1,4,0,1120,1120,Full Basement,Hardy Board,2.5,2557
2386,18A054000,207,HUNTLEY AVE,,Single Family,2.5 Story (Avg),B,Shingles,Hardwood,Forced Air,1,2006,7,4,1,3,0,936,,Full Basement,Hardy Board,2.50,2340
2387,18A055000,209,HUNTLEY AVE,,Single Family,2.5 Story (Avg),B,Shingles,Hardwood,Forced Air,1,2006,7,4,1,3,0,888,,Full Basement,Hardy Board,2.50,2220
2388,18A056000,211,HUNTLEY AVE,,Single Family,2.5 Story (Avg),B,Shingles,Hardwood,Forced Air,1,2006,7,4,1,3,0,828,,Full Basement,Hardy Board,2.50,2092
2389,18A057000,213,HUNTLEY AVE,,Single Family,2.5 Story,B,Shingles,Hardwood,Forced Air,1,2007,9,3,1,3,0,1120,,Full Basement,Wood,2.5,2720
2390,18A058000,215,HUNTLEY AVE,,Single Family,2.5 Story,B,Shingles,Hardwood,Forced Air,1,2007,7,4,1,3,0,936,,Full Basement,Hardy Board,2.50,2392
2391,18A059000,217,HUNTLEY AVE,,Single Family,2.5 Story,B,Shingles,Hardwood,Forced Air,1,2007,8,4,1,3,0,1120,,Full Basement,Hardy Board,2.66,2874
2392,18A060000,219,HUNTLEY AVE,,Single Family,2.5 Story,B,Shingles,Hardwood,Forced Air,1,2007,7,4,1,3,0,832,,Full Basement,Hardy Board,2.50,2154
2393,18A061000,221,HUNTLEY AVE,,Single Family,2.5 Story,B,Architectural Shingles,Hardwood,Forced Air,1,2009,8,4,1,4,0,868,434,Full Basement,Hardy Board,2.50,2198
2394,18A062000,223,HUNTLEY AVE,,Single Family,2.5 Story (Avg),B,Architectural Shingles,Hardwood,Forced Air,1,2009,7,3,1,3,0,936,876,Full Basement,Hardy Board,2.5,1872
2395,18A063000,225,HUNTLEY AVE,,Single Family,2 Story,B,Architectural Shingles,Hardwood,Forced Air,1,2010,8,3,1,3,0,896,870,Full Basement,Hardy Board,2.00,1820
2396,18A064000,227,HUNTLEY AVE,,Single Family,2 Story,B,Architectural Shingles,Hardwood,Forced Air,1,2010,6,3,1,2,0,936,,Full Basement,Hardy Board,2.00,1872
2397,18A065000,229,HUNTLEY AVE,,Single Family,2.5 Story,B,Architectural Shingles,W/W Carpet,Forced Air,1,2011,9,4,1,4,0,936,585,Full Basement,Hardy Board,2.66,2490
2398,18A066000,231,HUNTLEY AVE,,Single Family,2.5 Story,B,Architectural Shingles,Hardwood,Forced Air,1,2011,9,4,1,3,0,936,,Full Basement,Hardy Board,2.66,2490
2399,18A067000,233,HUNTLEY AVE,,Single Family,2 Story,B,Architectural Shingles,Hardwood,Forced Air,1,2012,6,3,1,2,0,832,,Full Basement,Hardy Board,2.00,1684
2400,18A068000,235,HUNTLEY AVE,,Single Family,2 Story,B,Architectural Shingles,Hardwood,Forced Air,0,2012,6,3,1,2,0,936,421,Full Basement,Hardy Board,2.00,1872
2401,18A069000,237,HUNTLEY AVE,,Single Family,2 Story,B,Architectural Shingles,Hardwood,Forced Air,1,2012,5,3,1,3,0,840,420,Full Basement,Hardy Board,2.00,1700
2402,18A070000,239,HUNTLEY AVE,,Single Family,2 Story,B,Architectural Shingles,Hardwood,Forced Air,0,2013,6,3,1,3,0,840,476,Full Basement,Hardy Board,2.00,1794
2403,18A071000,241,HUNTLEY AVE,,Single Family,2 Story,B,Architectural Shingles,Hardwood,Forced Air,0,2013,7,3,1,3,0,840,478,Full Basement,Hardy Board,2.00,1778
2404,18A072000,243,HUNTLEY AVE,,Single Family,2 Story,B,Architectural Shingles,Hardwood,Forced Air,1,2014,8,3,1,3,No dat,896,811,Full Basement,Hardy Board,2,1820
2405,18A073000,245,HUNTLEY AVE,,Single Family,2 Story,B,Architectural Shingles,Hardwood,Forced Air,1,2014,6,3,1,3,No dat,888,783,Full Basement,Hardy Board,2,1812
2406,18A074000,247,HUNTLEY AVE,,Single Family,2 Story,B,Architectural Shingles,Hardwood,Forced Air,1,2014,7,3,1,3,No dat,840,475,Full Basement,Hardy Board,2,1778
2407,18A075000,249,HUNTLEY AVE,,Single Family,2 Story,B,Architectural Shingles,Hardwood,Forced Air,1,2014,5,3,1,2,No dat,1268,,Full Basement,Hardy Board,2,2072
2408,18A076000,251,HUNTLEY AVE,,Single Family,2 Story,B,Architectural Shingles,Hardwood,Forced Air,No dat,2014,5,2,1,2,No dat,741,,Walkout Basement,Hardy Board,2,1482
2409,18A076B00,253,HUNTLEY AVE,,Single Family,2 Story,B -,Architectural Shingles,Hardwood,Forced Air,No dat,2014,5,2,1,2,No dat,741,,Full Basement,Hardy Board,2,1482
2410,18A077000,255,HUNTLEY AVE,,Single Family,2 Story,B,Architectural Shingles,Hardwood,Forced Air,No dat,2014,5,3,1,3,No dat,741,541,Full Basement,Hardy Board,2,1482
2411,18A077B00,257,HUNTLEY AVE,,Single Family,2 Story,B -,Architectural Shingles,Hardwood,Forced Air,No dat,2014,5,2,1,2,No dat,741,,Full Basement,Hardy Board,2,1482
2412,18A078000,259,HUNTLEY AVE,,Single Family,2 Story,B,Architectural Shingles,Hardwood,Forced Air,1,2015,6,3,1,2,No dat,1128,,Full Basement,Hardy Board,2.00,1836
2413,18A079000,261,HUNTLEY AVE,,Single Family,2 Story,B,Architectural Shingles,Hardwood,Forced Air,1,2016,7,3,1,3,No dat,840,532,Full Basement,Hardy Board,2,1804
2414,18A080000,263,HUNTLEY AVE,,Single Family,2 Story,B,Architectural Shingles,Hardwood,Forced Air,1,2016,7,3,1,3,No dat,828,674,Full Basement,Hardy Board,2,1764
2415,18A081000,265,HUNTLEY AVE,,Single Family,2 Story,B,Architectural Shingles,Hardwood,Forced Air,1,2016,7,3,1,3,No dat,779,510,Full Basement,Hardy Board,2,1764
2416,18A082000,301,HUNTLEY AVE,,Single Family,2 Story,B,Architectural Shingles,Hardwood,Forced Air,1,2016,7,3,1,3,No dat,748,500,Full Basement,Hardy Board,2,1636
2417,18A083000,303,HUNTLEY AVE,,Single Family,2 Story,B,Architectural Shingles,Hardwood,Forced Air,1,2017,7,3,1,3,No dat,840,550,Full Basement,Hardy Board,2,1804
2418,18A084000,305,HUNTLEY AVE,,Single Family,2 Story,B,Architectural Shingles,Hardwood,Forced Air,1,2017,7,3,1,3,No dat,779,510,Full Basement,Hardy Board,2,1712
2419,18A085000,307,HUNTLEY AVE,,Single Family,2 Story,B,Architectural Shingles,Hardwood,Forced Air,1,2017,7,3,1,3,No dat,840,550,Full Basement,Hardy Board,2,1804
2420,18A086000,309,HUNTLEY AVE,,Single Family,2 Story,B,Architectural Shingles,Hardwood,Forced Air,1,2017,7,3,1,3,No dat,1092,1032,Full Basement,Hardy Board,2.0,1764
2421,18A087000,311,HUNTLEY AVE,,Single Family,2 Story,B -,Architectural Shingles,Hardwood,Forced Air,1,2018,7,3,1,3,No dat,918,775,Walkout Basement,Hardy Board,2.00,1740
2422,18A088000,313,HUNTLEY AVE,,Single Family,2 Story,B,Architectural Shingles,Hardwood,Forced Air,1,2018,6,3,1,3,No dat,1140,724,Walkout Basement,Hardy Board,2.00,1836
2423,18A089000,315,HUNTLEY AVE,,Single Family,2 Story,B,Architectural Shingles,Hardwood,Forced Air,1,2018,6,3,1,3,No dat,775,500,Full Basement,Hardy Board,2,1708
2424,18A090000,317,HUNTLEY AVE,,Single Family,2 Story,B,Architectural Shingles,Hardwood,Forced Air,1,2018,7,3,1,3,No dat,840,520,Full Basement,Hardy Board,2,1804
2425,18A091000,319,HUNTLEY AVE,,Single Family,2 Story,B,Architectural Shingles,Hardwood,Forced Air,1,2018,8,3,1,3,No dat,1104,782,Full Basement,Hardy Board,2,1778
2426,18A092000,329,HUNTLEY AVE,,Vacant Land,,,,,,,,,,,,,0,0,,,,
2427,18A092B00,331,HUNTLEY AVE,,Vacant Land,,,,,,,,,,,,,0,0,,,,
2428,18A093000,330,HUNTLEY AVE,,Single Family,2 Story,B,Architectural Shingles,Hardwood,Forced Air,1,2018,7,3,1,2,No dat,,,No Basement,Hardy Board,2,2024
2429,18A094000,328,HUNTLEY AVE,,Vacant Land,,,,,,,,,,,,,0,0,,,,
2430,18A095000,326,HUNTLEY AVE,,Vacant Land,,,,,,,,,,,,,0,0,,,,
2431,18A096000,324,HUNTLEY AVE,,Vacant Land,,,,,,,,,,,,,0,0,,,,
2432,18A097000,322,HUNTLEY AVE,,Vacant Land,,,,,,,,,,,,,0,0,,,,
2433,18A098000,320,HUNTLEY AVE,,Vacant Land,,,,,,,,,,,,,0,0,,,,
2434,18A099000,318,HUNTLEY AVE,,Vacant Land,,,,,,,,,,,,,0,0,,,,
2435,18A100000,316,HUNTLEY AVE,,Single Family,2 Story w/ Bsmt,B,Architectural Shingles,Hardwood,Forced Air,1,2018,7,4,1,3,1,1044,510,Full Basement,Hardy Board,2,2088
2436,18A101000,314,HUNTLEY AVE,,Single Family,2 Sty Transitional,B,Metal,Pre-Fab Wd,Forced Air,1,2018,7,4,1,3,1,995,554,Full Basement,Hardy Board,2,1990
2437,18A102000,312,HUNTLEY AVE,,Single Family,2 Story,B,Architectural Shingles,Hardwood,Forced Air,1,20018,6,3,1,3,1,896,580,Full Basement,Hardy Board,2,1820
2438,18A103000,310,HUNTLEY AVE,,Single Family,2 Story,B +,Architectural Shingles,Hardwood,Forced Air,1,2017,7,3,1,3,1,850,595,Full Basement,Hardy Board,2.0,1720
2439,18A104000,308,HUNTLEY AVE,,Single Family,2 Story,B,Architectural Shingles,Hardwood,Forced Air,1,2017,7,3,1,3,1,896,636,Full Basement,Hardy Board,2.0,1820
2440,18A105000,306,HUNTLEY AVE,,Single Family,2 Story,B,Architectural Shingles,Hardwood,Forced Air,1,2017,7,3,1,3,1,850,560,Walkout Basement,Hardy Board,2,1700
2441,18A106000,304,HUNTLEY AVE,,Single Family,2 Story,B,Architectural Shingles,Hardwood,Forced Air,1,2017,7,3,2,2,1,850,558,Full Basement,Hardy Board,2.0,1720
2442,18A107000,300,HUNTLEY AVE,,Single Family,2 Story,B,Architectural Shingles,Hardwood,Forced Air,1,2016,7,3,2,2,1,896,600,Partial Basement,Hardy Board,2.00,1820
2443,18A108000,254,HUNTLEY AVE,,Single Family,2 Story,B,Architectural Shingles,Hardwood,Forced Air,1,2014,7,3,1,3,No dat,840,700,Full Basement,Hardy Board,2,1778
2444,18A109000,250,HUNTLEY AVE,,Single Family,2 Story,B,Architectural Shingles,Hardwood,Forced Air,1,2014,7,3,1,2,No dat,840,575,Full Basement,Hardy Board,2,1804
2445,18A110000,246,HUNTLEY AVE,,Single Family,2.5 Story,B,Architectural Shingles,Hardwood,Forced Air,1,2014,6,3,1,2,1,936,660,Full Basement,Hardy Board,2.50,1881
2446,18A111000,244,HUNTLEY AVE,,Single Family,2 Story,B,Architectural Shingles,Hardwood,Forced Air,1,2013,8,3,1,3,1,896,619,Full Basement,Hardy Board,2.00,1840
2447,18A112000,242,HUNTLEY AVE,,Single Family,2 Story (Avg),B,Architectural Shingles,Hardwood,Forced Air,1,2013,8,3,1,2,No dat,,,No Basement,Hardy Board,2.0,2072
2448,18A113000,240,HUNTLEY AVE,,Single Family,2 Story,B -,Architectural Shingles,Hardwood,Forced Air,0,2013,5,2,1,2,1,741,,Walkout Basement,Hardy Board,2.00,1482
2449,18A113B00,238,HUNTLEY AVE,,Single Family,2 Story,B -,Architectural Shingles,Hardwood,Forced Air,0,2013,5,2,1,2,1,741,,Walkout Basement,Hardy Board,2.00,1482
2450,18A114000,236,HUNTLEY AVE,,Single Family,2 Story,B -,Architectural Shingles,Hardwood,Forced Air,0,2013,5,2,1,2,1,741,360,Walkout Basement,Hardy Board,2.00,1482
2451,18A114B00,234,HUNTLEY AVE,,Single Family,2 Story,B -,Architectural Shingles,Hardwood,Forced Air,0,2013,5,2,1,2,1,741,,Walkout Basement,Hardy Board,2.00,1482
2452,18A115000,232,HUNTLEY AVE,,Single Family,2 Story,B,Architectural Shingles,Hardwood,Forced Air,1,2012,7,3,1,3,1,936,597,Full Basement,Hardy Board,2.00,1872
2453,18A116000,230,HUNTLEY AVE,,Single Family,2 Story,B,Architectural Shingles,Hardwood,Forced Air,1,2012,8,4,1,3,1,896,595,Full Basement,Hardy Board,2.00,1820
2454,18A117000,228,HUNTLEY AVE,,Single Family,2 Story (Avg),B,Architectural Shingles,Hardwood,Forced Air,0,2011,7,3,1,2,0,,,No Basement,Hardy Board,2.0,2328
2455,18A118000,226,HUNTLEY AVE,,Single Family,2 Story (Avg),B,Architectural Shingles,Hardwood,Forced Air,1,2011,6,3,1,2,0,,,No Basement,Hardy Board,2.0,2328
2456,18A119000,224,HUNTLEY AVE,,Single Family,2 Story (Avg),B,Architectural Shingles,Hardwood,Forced Air,1,2010,5,3,1,2,0,,,No Basement,Hardy Board,2.0,2072
2457,18A120000,222,HUNTLEY AVE,,Single Family,2 Story,B,Architectural Shingles,Hardwood,Forced Air,1,2010,6,3,1,3,1,896,595,Full Basement,Hardy Board,2.00,1820
2458,18A121000,220,HUNTLEY AVE,,Single Family,2 Story,B,Architectural Shingles,Hardwood,Forced Air,1,2010,7,3,1,3,1,936,716,Walkout Basement,Hardy Board,2.00,1872
2459,18A122000,218,HUNTLEY AVE,,Single Family,2 Story,B,Architectural Shingles,Hardwood,Forced Air,1,2010,7,3,1,3,1,896,595,Full Basement,Hardy Board,2.00,1820
2460,18A123000,216,HUNTLEY AVE,,Single Family,2 Story,B,Architectural Shingles,Hardwood,Heat Pump,1,2009,9,4,1,3,No dat,936,836,Full Basement,Hardy Board,2.00,1872
2461,18A124000,214,HUNTLEY AVE,,Single Family,2.5 Story,B,Architectural Shingles,Hardwood,Forced Air,1,2009,11,5,1,4,1,888,600,Full Basement,Hardy Board,2.75,2460
2462,18A125000,212,HUNTLEY AVE,,Single Family,2.5 Story,B,Shingles,Hardwood,Forced Air,1,2007,7,4,1,3,1,936,,Walkout Basement,Hardy Board,2.50,2392
2463,18A126000,101,MORGAN CT,,Vacant Land,,,,,,,,,,,,,0,0,,,,
2464,18A127000,103,MORGAN CT,,Vacant Land,,,,,,,,,,,,,0,0,,,,
2465,18A128000,105,MORGAN CT,,Single Family,2 Story,B,Architectural Shingles,Hardwood,Forced Air,No dat,2019,6,3,1,2,No dat,,,No Basement,Hardy Board,2.0,1760
2466,18A129000,107,MORGAN CT,,Single Family,2 Sty Transitional,B,Architectural Shingles,Pre-Fab Wd,Forced Air,1,2019,7,3,1,2,1,1132,234,Full Basement,Hardy Board,2,2264
2467,18A130000,109,MORGAN CT,,Single Family,2 Sty Transitional,B,Architectural Shingles,Hardwood,Forced Air,No dat,2019,7,3,1,2,1,1108,360,Full Basement,Hardy Board,2.0,2136
2468,18A131000,111,MORGAN CT,,Single Family,2.5 Story,B,Architectural Shingles,Hardwood,Forced Air,1,2006,10,3,1,3,2,1210,850,Walkout Basement,Hardy Board,2.50,3025
2469,18A132000,113,MORGAN CT,,Single Family,2.5 Story (Avg),B,Architectural Shingles,Hardwood,Forced Air,1,2006,8,4,1,2,2,1210,,Walkout Basement,Hardy Board,2.0,2420
2470,18A133000,115,MORGAN CT,,Single Family,2 Story w/ Bsmt,B,Architectural Shingles,Hardwood,Forced Air,1,2006,8,4,1,2,1,1210,,Walkout Basement,Hardy Board,2.00,2420
2471,18A134000,117,MORGAN CT,,Single Family,2.5 Story (Avg),B,Architectural Shingles,Hardwood,Heat Pump,1,2007,8,4,1,2,1,1210,,Full Basement,Hardy Board,2.50,2420
2472,18A135000,119,MORGAN CT,,Single Family,2.5 Story (Avg),B,Architectural Shingles,Hardwood,Forced Air,1,2007,7,4,1,2,2,1210,,Walkout Basement,Hardy Board,2.50,3025
