OBJECTID,ADDRESSTBL,BIN,ST_NUMBER,STREET,TYPE,NAME,DESCRIP,MAX_HEIGHT,COMMENT,STATUS,CONDITION
40326,Y,627622040,100+,2ND ST NW, , , , , , , 
40327,Y,66681755,111+,W MAIN ST, , , , , , , 
40328,Y,627622041,119+,W MAIN ST, , , , , , , 
40329,Y,6604677,210+,W MARKET ST, , , , , , , 
40330,Y,662522042,206,W MARKET ST, , , , , , , 
40331,Y,6666679,115,2ND ST NW, , , , , , , 
40332,Y,663322043,200,W MARKET ST, , , , , , , 
40333,Y,704722439,107+,E WATER ST, , , , , ,, 
40334,Y,70423290,106,E MAIN ST, , , , , , , 
40335,Y,702922442,102 +,E MAIN ST, , , , , , , 
40336,Y,702122447,100+,E MAIN ST, , , , , ,, 
40337,Y,692022449,108+,2ND ST SW, , , , , , , 
40338,Y,695822450,107+,W WATER ST, , , , , , , 
40339,Y,6984753,100+,W MAIN ST, , , , , ,, 
40340,Y,622322841,819,W MAIN ST, , ,TOWER, , , , 
40341,Y,6564112,102,OAKHURST CIR, , , , , , , 
40342,Y,6648121,104,OAKHURST CIR, , , , , , , 
40343,Y,655996,100,OAKHURST CIR, , , , , , , 
40344,Y,6682137,1616,JEFFERSON PARK AVE, , , , , , , 
40345,Y,662917114,107+,6TH ST NW, , , , , , , 
40346,Y,61058236,810,WARD AVE, , , , , , , 
40347,Y,634317295,520,LOCUST AVE, , , , , , , 
40348,Y,630817296,524,LOCUST AVE, , , , , , , 
40349,Y,573417298,1012,HAZEL ST, , , , , , , 
40350,Y,577516545,860,POPLAR ST, , , , , , , 
40351,Y,627816943,120,W HIGH ST, , , , , , , 
40352,Y,625316945,211,E HIGH ST, , , , , , , 
40353,Y,624916946,205,E HIGH ST, , , , , , , 
40354,Y,628616948,421+,PARK ST, , , , , , , 
40355,Y,627716950,201,E HIGH ST, , , , , , , 
40356,Y,630116952,229,5TH ST NW, , , , , , , 
40357,Y,630616953,1001+,W MAIN ST, , , , , , , 
40358,Y,616116954,475,RIDGE MCINTIRE RD, , , , , , , 
40360,Y,629916958,104,W HIGH ST, , , , , , , 
40361,Y,630416962,507,8TH ST NE, , , , , , , 
40362,Y,577916963,810,HARDY DR, , , , , , , 
40363,Y,632216964,106,10TH ST NW, , , , , , , 
40364,Y,632016966,506,7TH ST NE, , , , , , , 
40365,Y,630916967,100,W HIGH ST, , , , , , , 
40366,Y,632416968,215+,E HIGH ST, , , , , , , 
40367,Y,631316971,513+,LOCUST AVE, , , , , , , 
40368,Y,633716973,101,E JEFFERSON ST, , , , , , , 
40369,Y,633316974,417+,PARK ST, , , , , , , 
40370,Y,630716978,209+,2ND ST NW, , , , , , , 
40371,Y,633516979,227,5TH ST NW, , , , , , , 
40372,Y,633916981,505,8TH ST NE, , , , , , , 
40373,Y,630516982,711,BROWN ST, , , , , , , 
40374,Y,634516985,509,LOCUST AVE, , , , , , , 
40375,Y,632216987,909+,W MAIN ST, , , , , , , 
40376,Y,629516988,315+,E HIGH ST, , , , , , , 
40377,Y,631016989,707,BROWN ST, , , , , , , 
40378,Y,636116991,420,PARK ST, , , , , , , 
40379,Y,630916992,361,1ST ST N , , , , , , , 
40380,Y,593116652,409,ALTAMONT ST, , , , , , , 
40381,Y,591616653,607+,ST CHARLES AVE, , , , , , , 
40382,Y,589816654,622,FARISH ST, , , , , , , 
40383,Y,592116656,517,PARK ST, , , , , , , 
40384,Y,592916658,406,ALTAMONT ST, , , , , , , 
40385,Y,594116661,508,PARK PLZ, , , , , , , 
40386,Y,594516670,608+,ST CHARLES AVE, , , , , , , 
40387,Y,595916673,411,ALTAMONT CIR, , , , , , , 
40388,Y,595816686,700,LOCUST AVE, , , , , , , 
40389,Y,595216691,605,ST CHARLES AVE, , , , , , , 
40390,Y,596816692,407,ALTAMONT ST, , , , , , , 
40391,Y,597216696,528+,8TH ST NE, , , , , , , 
40392,Y,596716697,423+,2ND ST NE, , , , , , , 
40393,Y,596416699,408,ALTAMONT CIR, , , , , , , 
40394,Y,593816701,500,PARK ST, , , , , , , 
40395,Y,590316703,621,LOCUST AVE, , , , , , , 
40396,Y,598116706,425+,1ST ST N , , , , , , , 
40397,Y,597116707,404,ALTAMONT ST, , , , , , , 
40398,Y,609816708,1201,W MAIN ST, , , , , , , 
40399,Y,596116710,523,LEXINGTON AVE, , , , , , , 
40400,Y,598916711,500,PARK PLZ, , , , , , , 
40401,Y,596916712,440+,2ND ST NE, , , , , , , 
40402,Y,598316714,600,LEXINGTON AVE, , , , , , , 
40403,Y,598416715,606,ST CHARLES AVE, , , , , , , 
40404,Y,598216726,515,PARK ST, , , , , , , 
40405,Y,601316734,315,HEDGE ST, , , , , , , 
40406,Y,601716737,430,1ST ST N, , , , , , , 
40407,Y,600916740,437,3RD ST NE, , , , , , , 
40408,Y,577916741,823,HARDY DR, , , , , , , 
40409,Y,600616744,419,2ND ST NE, , , , , , , 
40410,Y,601916745,526,8TH ST NE, , , , , , , 
40411,Y,602016746,405+,ALTAMONT ST, , , , , , , 
40412,Y,600216747,619,LOCUST AVE, , , , , , , 
40413,Y,601116750,402,ALTAMONT ST, , , , , , , 
40414,Y,601816753,428,2ND ST NE, , , , , , , 
40415,Y,602116754,527,KELLY AVE, , , , , , , 
40416,Y,598116756,423+,1ST ST N , , , , , , , 
40417,Y,600716759,909,SYCAMORE ST, , , , , , , 
40418,Y,602316762,406,ALTAMONT CIR, , , , , , , 
40419,Y,604016763,403,HEDGE ST, , , , , , , 
40420,Y,604116764,509,PARK ST, , , , , , , 
40421,Y,605416765,134+,10TH ST NW, , , , , , , 
40422,Y,600416766,519,LEXINGTON AVE, , , , , , , 
40423,Y,597716767,1105+,W MAIN ST, , , , , , , 
40424,Y,605816769,440,3RD ST NE, , , , , , , 
40425,Y,605716770,435,3RD ST NE, , , , , , , 
40426,Y,604516771,613,LOCUST AVE, , , , , , , 
40427,Y,605516774,405,HEDGE ST, , , , , , , 
40428,Y,603716775,409,ALTAMONT CIR, , , , , , , 
40429,Y,606816776,524,8TH ST NE, , , , , , , 
40430,Y,605116777,400,ALTAMONT ST, , , , , , , 
40431,Y,605316778,415+,2ND ST NE, , , , , , , 
40432,Y,577916780,830,HARDY DR, , , , , , , 
40433,Y,606016781,403,ALTAMONT ST, , , , , , , 
40434,Y,577916782,826,HARDY DR, , , , , , , 
40435,Y,606316784,525,KELLY AVE, , , , , , , 
40436,Y,605916785,422,1ST ST N , , , , , , , 
40437,Y,606116786,426,2ND ST NE, , , , , , , 
40438,Y,577916787,817,HARDY DR, , , , , , , 
40439,Y,606416788,524,LEXINGTON AVE, , , , , , , 
40440,Y,607516790,708,PAGE ST, , , , , , , 
40441,Y,606216791,404,ALTAMONT CIR, , , , , , , 
40442,Y,608616792,407,ALTAMONT CIR, , , , , , , 
40443,Y,604916793,517,LEXINGTON AVE, , , , , , , 
40444,Y,609516795,203,8TH ST NW, , , , , , , 
40445,Y,606716796,407,HEDGE ST, , , , , , , 
40446,Y,609716797,522,8TH ST NE, , , , , , , 
40447,Y,602816798,609,LOCUST AVE, , , , , , , 
40448,Y,610216800,1223,W MAIN ST, , , , , , , 
40449,Y,608816802,310,HEDGE ST, , , , , , , 
40450,Y,610116803,436+,3RD ST NE, , , , , , , 
40451,Y,606916804,913,SYCAMORE ST, , , , , , , 
40452,Y,610416805,208,8TH ST NW, , , , , , , 
40453,Y,610716806,401,ALTAMONT ST, , , , , , , 
40454,Y,608316808,501,PARK ST, , , , , , , 
40455,Y,610816809,520,LEXINGTON AVE, , , , , , , 
40456,Y,611016812,421,4TH ST NE, , , , , , , 
40457,Y,610316813,413+,2ND ST NE, , , , , , , 
40458,Y,608016814,513,LEXINGTON AVE, , , , , , , 
40459,Y,608216816,217+,W HIGH ST, , , , , , , 
40460,Y,611416817,415,1ST ST N, , , , , , , 
40461,Y,577916818,811,HARDY DR, , , , , , , 
40462,Y,609216819,400+,W HIGH ST, , , , , , , 
40463,Y,577916820,824,HARDY DR, , , , , , , 
40464,Y,612416822,520,8TH ST NE, , , , , , , 
40465,Y,609916823,915,SYCAMORE ST, , , , , , , 
40466,Y,613216824,405,ALTAMONT CIR, , , , , , , 
40467,Y,612616825,402+,ALTAMONT CIR, , , , , , , 
40468,Y,611616827,612,LOCUST AVE, , , , , , , 
40469,Y,610916829,205+,W HIGH ST, , , , , , , 
40470,Y,613716830,416,1ST ST N , , , , , , , 
40471,Y,613816832,432+,3RD ST NE, , , , , , , 
40472,Y,612816833,603,LOCUST AVE, , , , , , , 
40473,Y,614816835,404,HEDGE ST, , , , , , , 
40474,Y,587016836,305,4TH ST NW, , ,per ADEPT, , , , 
40475,Y,614216837,516,LEXINGTON AVE, , , , , , , 
40476,Y,577916839,801+,HARDY DR, , , , , , , 
40477,Y,609316840,400+,PRESTON AVE, , , , , , , 
40478,Y,577916841,820,HARDY DR, , , , , , , 
40479,Y,614016842,411,2ND ST NE, , , , , , , 
40480,Y,616016843,406,HEDGE ST, , , , , , , 
40481,Y,614716844,419,4TH ST NE, , , , , , , 
40482,Y,615716845,610,LOCUST AVE, , , , , , , 
40483,Y,617216846,403+,ALTAMONT CIR, , , , , , , 
40484,Y,616516848,411,1ST ST N , , , , , , , 
40485,Y,617716851,518,8TH ST NE, , , , , , , 
40486,Y,614416852,422,2ND ST NE, , , , , , , 
40487,Y,617616854,408,HEDGE ST, , , , , , , 
40488,Y,577916855,828,HARDY DR, , , , , , , 
40489,Y,617916856,412,1ST ST N , , , , , , , 
40491,Y,616616858,601,LOCUST AVE, , , , , , , 
40492,Y,617116859,400,ALTAMONT CIR, , , , , , , 
40493,Y,618616862,512,LEXINGTON AVE, , , , , , , 
40494,Y,619516865,434,4TH ST NE, , , , , , , 
40495,Y,577916866,816,HARDY DR, , , , , , , 
40496,Y,618516868,415,4TH ST NE, , , , , , , 
40497,Y,616416869,503,LEXINGTON AVE, , , , , , , 
40498,Y,613916870,506,PARK ST, , , , , , , 
40499,Y,619016872,409,2ND ST NE, , , , , , , 
40500,Y,620316873,401,ALTAMONT CIR, , , , , , , 
40501,Y,619216874,604,LOCUST AVE, , , , , , , 
40502,Y,620216875,408,1ST ST N , , , , , , , 
40503,Y,618916876,435,PARK ST, , , , , , , 
40505,Y,620616880,516,8TH ST NE, , , , , , , 
40506,Y,620716881,409,1ST ST N , , , , , , , 
40507,Y,621816883,1003,W MAIN ST, , , , , , , 
40508,Y,577916884,812,HARDY DR, , , , , , , 
40509,Y,621016885,508,LEXINGTON AVE, , , , , , , 
40510,Y,621116886,414,3RD ST NE, , , , , , , 
40511,Y,615216889,1113,W MAIN ST, , , , , , , 
40512,Y,621216890,114+,10TH ST NW, , , , , , , 
40513,Y,619816891,105,W HIGH ST, , , , , , , 
40514,Y,622216893,602,LOCUST AVE, , , , , , , 
40515,Y,622416896,410,2ND ST NE, , , , , , , 
40516,Y,621716897,418,4TH ST NE, , , , , , , 
40517,Y,621616898,520,7TH ST NE, , , , , , , 
40518,Y,624416899,118,10 1/2 ST NW, , , , , , , 
40519,Y,620416900,307+,2ND ST NW, , , , , , , 
40520,Y,621916901,407,2ND ST NE, , , , , , , 
40521,Y,623516902,514,8TH ST NE, , , , , , , 
40522,Y,619916904,501,LEXINGTON AVE, , , , , , , 
40523,Y,623716905,101,W HIGH ST, , , , , , , 
40524,Y,623816906,513,8TH ST NE, , , , , , , 
40525,Y,622016907,433,PARK ST, , , , , , , 
40526,Y,577916909,822,HARDY DR, , , , , , , 
40527,Y,577916911,802+,HARDY DR, , , , , , , 
40528,Y,577916912,808,HARDY DR, , , , , , , 
40529,Y,615216913,1111,W MAIN ST, , , , , , , 
40530,Y,624616914,502,LEXINGTON AVE, , , , , , , 
40531,Y,625116915,420,3RD ST NE, , , , , , , 
40532,Y,624016919,101,E HIGH ST, , , , , , , 
40533,Y,626316920,511,8TH ST NE, , , , , , , 
40534,Y,626116921,508+,7TH ST NE, , , , , , , 
40535,Y,626416922,414,4TH ST NE, , , , , , , 
40536,Y,625416923,105,E HIGH ST, , , , , , , 
40537,Y,627216924,110,10 1/2 ST NW, , , , , , , 
40538,Y,626716927,300+,PRESTON AVE, , , , , , , 
40539,Y,625716928,427,PARK ST, , , , , , , 
40540,Y,627416929,409,3RD ST NE, , , , , , , 
40541,Y,620416930,301+,2ND ST NW, , , , , , , 
40542,Y,627116932,112,10TH ST NW, , , , , , , 
40543,Y,627016933,500,LEXINGTON AVE, , , , , , , 
40544,Y,626616935,109,E HIGH ST, , , , , , , 
40545,Y,628416937,412,3RD ST NE, , , , , , , 
40546,Y,628316939,509,8TH ST NE, , , , , , , 
40547,Y,628116940,528,LOCUST AVE, , , , , , , 
40548,Y,627316941,115,E HIGH ST, , , , , , , 
40549,Y,577916942,814,HARDY DR, , , , , , , 
40550,Y,574916443,506,2ND ST NE, , , , , , , 
40551,Y,573916445,704+,ST CHARLES AVE, , , , , , , 
40552,Y,572216446,418,ALTAMONT ST, , , , , , , 
40553,Y,572316447,512,1ST ST N , , , , , , , 
40554,Y,571916450,325,PARKWAY ST, , , , , , , 
40555,Y,573616451,722,LOCUST AVE, , , , , , , 
40556,Y,571716452,615,LEXINGTON AVE, , ,per ADEPT, , , , 
40557,Y,574516457,415,ALTAMONT ST, , , , , , , 
40558,Y,573216461,329,PARKWAY ST, , , , , , , 
40559,Y,575916462,415,MCINTIRE RD, , , , , , , 
40560,Y,575416466,523,PARK PLZ, , , , , , , 
40561,Y,575816467,701,ST CHARLES AVE, , , , , , , 
40562,Y,571616480,119,WALKER ST, , , , , , , 
40563,Y,576316482,608,MALCOLM CRES, , , , , , , 
40564,Y,574816483,117+,ALTAMONT CIR, , , , , , , 
40565,Y,577516488,620,LEXINGTON AVE, , , , , , , 
40566,Y,578516489,607,KELLY AVE, , , , , , , 
40567,Y,578416491,416,ALTAMONT ST, , , , , , , 
40568,Y,573816498,601,PARK ST, , , , , , , 
40570,Y,576016500,607,LEXINGTON AVE, , , , , , , 
40571,Y,576716504,612,MALCOLM CRES, , , , , , , 
40572,Y,575616506,614,MALCOLM CRES, , , , , , , 
40573,Y,574916508,506-COTT,2ND ST NE, , , , , , , 
40574,Y,579516517,504,1ST ST N, , , , , , , 
40575,Y,579616519,716,LOCUST AVE, , , , , , , 
40576,Y,578716522,601,MALCOLM CRES, , , , , , , 
40577,Y,581616524,521,PARK PLZ, , , , , , , 
40578,Y,576816529,115,ALTAMONT CIR, , , , , , , 
40579,Y,580716531,504,2ND ST NE, , , , , , , 
40580,Y,579716533,414+,ALTAMONT ST, , , , , , , 
40581,Y,578316534,700,ST CHARLES AVE, , , , , , , 
40582,Y,577316535,316,PARKWAY ST, , , , , , , 
40583,Y,581016542,534,PARK ST, , , , , , , 
40584,Y,581716547,616,LEXINGTON AVE, , , , , , , 
40585,Y,582916551,600+,MALCOLM CRES, , , , , , , 
40586,Y,582716553,605,KELLY AVE, , , , , , , 
40587,Y,579916559,605,LEXINGTON AVE, , , , , , , 
40588,Y,586516560,501+,2ND ST NE, , , , , , , 
40589,Y,580816563,322,PARKWAY ST, , , , , , , 
40590,Y,580516564,111,ALTAMONT CIR, , , , , , , 
40591,Y,583516568,413,ALTAMONT ST, , , , , , , 
40592,Y,581116569,905+,POPLAR ST, , , , , , , 
40593,Y,584816572,507,PARK PLZ, , , , , , , 
40594,Y,585216573,514,PARK PLZ, , , , , , , 
40595,Y,581816575,109,ALTAMONT CIR, , , , , , , 
40596,Y,585116579,502,2ND ST NE, , , , , , , 
40597,Y,583416581,621,ST CHARLES AVE, , , , , , , 
40598,Y,583916582,703,LOCUST AVE, , , , , , , 
40599,Y,584716585,412+,ALTAMONT ST, , , , , , , 
40600,Y,584216589,603,LEXINGTON AVE, , , , , , , 
40601,Y,584516591,324,PARKWAY ST, , , , , , , 
40602,Y,585816592,612,LEXINGTON AVE, , , , , , , 
40603,Y,586616602,330,PARKWAY ST, , , , , , , 
40604,Y,583716606,107,ALTAMONT CIR, , , , , , , 
40605,Y,588016607,708,LOCUST AVE, , , , , , , 
40606,Y,586416609,532,PARK ST, , , , , , , 
40607,Y,586116611,707,FARISH ST, , , , , , , 
40608,Y,588816612,332,PARKWAY ST, , , , , , , 
40609,Y,589016613,411+,ALTAMONT ST, , , , , , , 
40610,Y,589316616,505,PARK PLZ, , , , , , , 
40611,Y,587616618,609,ST CHARLES AVE, , , , , , , 
40612,Y,590216619,510,PARK PLZ, , , , , , , 
40613,Y,589616622,500+,2ND ST NE, , , , , , , 
40614,Y,586716624,709,FARISH ST, , ,per ADEPT, , , , 
40615,Y,589416629,410,ALTAMONT ST, , , , , , , 
40616,Y,586916630,620+,FARISH ST, , , , , , , 
40617,Y,583816631,433,1ST ST N , , , , , , , 
40618,Y,589216634,436,1ST ST N, , , , , , , 
40619,Y,587816635,711,FARISH ST, , , , , , , 
40620,Y,589916636,608,LEXINGTON AVE, , , , , , , 
40621,Y,587916637,601+,LEXINGTON AVE, , , , , , , 
40622,Y,588416639,410,ALTAMONT CIR, , , , , , , 
40623,Y,590516642,336,PARKWAY ST, , , , , , , 
40624,Y,592216647,704,LOCUST AVE, , , , , , , 
40625,Y,593716648,11+,ALTAMONT CIR, , , , , , , 
40626,Y,593016650,425,2ND ST NE, , , , , , , 
40627,Y,57138120,822,VALLEY VIEW CIR, , , , , , , 
40628,Y,57478123,1401,GRACE ST, , , , , , , 
40629,Y,57788125,810,VALLEY VIEW CIR, , , , , , , 
40630,Y,57578126,1319,RIVERDALE DR, , , , , , , 
40631,Y,57208127,1115,HAZEL ST, , , , , , , 
40632,Y,57068128,1205,HAZEL ST, , , , , , , 
40633,Y,57538129,824,VALLEY VIEW CIR, , , , , , , 
40634,Y,57818130,1405,GRACE ST, , , , , , , 
40635,Y,57988132,808,VALLEY VIEW CIR, , , , , , , 
40636,Y,57288133,1207,HAZEL ST, , , , , , , 
40637,Y,58008136,730,GROVE AVE, , ,per ADEPT, , , , 
40638,Y,57908137,1329,RIVERDALE DR, , , , , , , 
40639,Y,58248141,1407+,GRACE ST, , , , , , , 
40640,Y,58318143,1317,WILLOW DR, , , , , , , 
40641,Y,57948144,1209,HAZEL ST, , , , , , , 
40642,Y,58438145,806,VALLEY VIEW CIR, , , , , , , 
40643,Y,58038146,711,GROVE AVE, , , , , , , 
40644,Y,58448147,1402+,GRACE ST, , , , , , , 
40645,Y,58198148,1211,HAZEL ST, , , , , , , 
40646,Y,58598153,1413,GRACE ST, , , , , , , 
40647,Y,58548154,1319,WILLOW DR, , , , , , , 
40648,Y,58568155,1104,HAZEL ST, , , , , , , 
40649,Y,58418157,1213+,HAZEL ST, , , , , , , 
40650,Y,58688158,709,GROVE AVE, , , , , , , 
40651,Y,58858159,1538,E HIGH ST, , , , , , , 
40652,Y,58878161,1406+,GRACE ST, , , , , , , 
40653,Y,58608164,1200,HAZEL ST, , , , , , , 
40654,Y,58868165,1321,WILLOW DR, , , , , , , 
40655,Y,59158166,1551,E HIGH ST, , , , , , , 
40656,Y,59008168,808+,GILLESPIE AVE, , , , , , , 
40657,Y,58978171,1419,GRACE ST, , , , , , , 
40658,Y,59118172,724,GROVE AVE, , , , , , , 
40659,Y,59098173,809,MOORE AVE, , , , , , , 
40660,Y,59138174,1316+,WILLOW DR, , , , , , , 
40661,Y,58818175,1215,HAZEL ST, , , , , , , 
40662,Y,59148177,1323,WILLOW DR, , , , , , , 
40663,Y,59088178,1204,HAZEL ST, , , , , , , 
40664,Y,59348181,1421,GRACE ST, , , , , , , 
40665,Y,59238183,1221,HAZEL ST, , , , , , , 
40666,Y,59518184,712,GROVE AVE, , , , , , , 
40667,Y,59498185,711,ST CLAIR AVE, , , , , , , 
40668,Y,59398186,1325,WILLOW DR, , , , , , , 
40669,Y,59408187,1320,WILLOW DR, , , , , , , 
40670,Y,59508189,705,GROVE AVE, , , , , , , 
40671,Y,59628190,804,GILLESPIE AVE, , , , , , , 
40672,Y,59638192,808,MOORE AVE, , , , , , , 
40673,Y,59568193,1208,HAZEL ST, , , , , , , 
40674,Y,59858194,712,ST CLAIR AVE, , , , , , , 
40675,Y,59668195,1327,WILLOW DR, , , , , , , 
40676,Y,59798196,1423,GRACE ST, , , , , , , 
40677,Y,59888197,1324+,WILLOW DR, , , , , , , 
40678,Y,59988199,706,GROVE AVE, , , , , , , 
40679,Y,59978200,709,ST CLAIR AVE, , , , , , , 
40680,Y,59948201,703,GROVE AVE, , , , , , , 
40681,Y,59288204,1206,HAZEL ST, , , , , , , 
40682,Y,59938206,1425,GRACE ST, , , , , , , 
40683,Y,60168207,1420,GRACE ST, , , , , , , 
40684,Y,60158209,1301,HAZEL ST, , , , , , , 
40685,Y,59928210,1214,HAZEL ST, , , , , , , 
40686,Y,60348211,710,ST CLAIR AVE, , , , , , , 
40687,Y,60308212,804,MOORE AVE, , , , , , , 
40688,Y,60318213,805,MOORE AVE, , , , , , , 
40689,Y,60478214,704,GROVE AVE, , , , , , , 
40690,Y,60248215,1427,GRACE ST, , , , , , , 
40691,Y,60108216,1403,HAZEL ST, , , , , , , 
40692,Y,60428217,707,ST CLAIR AVE, , , , , , , 
40693,Y,60388218,809,WARD AVE, , , , , , , 
40694,Y,60338219,701,GROVE AVE, , , , , , , 
40695,Y,60368220,1521,E HIGH ST, , , , , , , 
40696,Y,60468224,1218,HAZEL ST, , , , , , , 
40697,Y,60528225,1429,GRACE ST, , , , , , , 
40698,Y,60788228,705+,ST CLAIR AVE, , , , , , , 
40699,Y,60728229,807,WARD AVE, , , , , , , 
40700,Y,60708231,1407,HAZEL ST, , , , , , , 
40701,Y,60858232,708,ST CLAIR AVE, , , , , , , 
40702,Y,60668233,1220+,HAZEL ST, , , , , , , 
40703,Y,59998234,1530,E HIGH ST, , , , , , , 
40704,Y,60878237,1409,HAZEL ST, , , , , , , 
40705,Y,60748239,1431,GRACE ST, , , , , , , 
40706,Y,60798240,1222+,HAZEL ST, , , , , , , 
40707,Y,61218241,700+,GROVE AVE, , , , , , , 
40708,Y,61208242,703,ST CLAIR AVE, , , , , , , 
40709,Y,61188243,805,WARD AVE, , , , , , , 
40710,Y,61128245,1433,GRACE ST, , , , , , , 
40711,Y,61118247,619,GROVE AVE, , , , , , , 
40712,Y,61228249,1522,E HIGH ST, , , , , , , 
40713,Y,60898250,1401,HAZEL ST, , , , , , , 
40714,Y,61238251,1400,HAZEL ST, , , , , , , 
40715,Y,61498252,1517,E HIGH ST, , , , , , , 
40716,Y,61468256,1402,HAZEL ST, , , , , , , 
40717,Y,61538257,808,WARD AVE, , , , , , , 
40718,Y,61558258,701,ST CLAIR AVE, , , , , , , 
40719,Y,61368259,1201+,POPLAR ST, , , , , , , 
40720,Y,61698260,1513,E HIGH ST, , , , , , , 
40721,Y,60168264,1411,HAZEL ST, , , , , , , 
40722,Y,61678268,611,GROVE AVE, , , , , , , 
40723,Y,61628269,711,GILLESPIE AVE, , , , , , , 
40724,Y,61568270,1415,HAZEL ST, , , , , , , 
40725,Y,61918273,1408,HAZEL ST, , , , , , , 
40726,Y,62058274,1518+,E HIGH ST, , , , , , , 
40727,Y,61588275,1203+,POPLAR ST, , , , , , , 
40728,Y,61888279,612,GROVE AVE, , , , , , , 
40729,Y,62088280,1410,HAZEL ST, , , , , , , 
40730,Y,61598281,1511+,E HIGH ST, , , , , , , 
40731,Y,61808282,1421,HAZEL ST, , , , , , , 
40732,Y,61838284,1205,POPLAR ST, , , , , , , 
40733,Y,61978285,709,GILLESPIE AVE, , , , , , , 
40734,Y,62438286,1429,HAZEL ST, , , , , , , 
40735,Y,62298287,706,GILLESPIE AVE, , , , , , , 
40736,Y,61968289,1301,POPLAR ST, , , , , , , 
40737,Y,62348291,1412,HAZEL ST, , , , , , , 
40738,Y,61598292,1509+,E HIGH ST, , , , , , , 
40739,Y,62138293,605,GROVE AVE, , , , , , , 
40740,Y,62258295,707,GILLESPIE AVE, , , , , , , 
40741,Y,62458296,608,GROVE AVE, , , , , , , 
40742,Y,62018297,1425+,HAZEL ST, , , , , , , 
40743,Y,62508298,1414,HAZEL ST, , , , , , , 
40744,Y,62148300,1303,POPLAR ST, , , , , , , 
40745,Y,62218302,1427,HAZEL ST, , , , , , , 
40746,Y,62568303,704,GILLESPIE AVE, , , , , , , 
40747,Y,62318305,1305,POPLAR ST, , , , , , , 
40748,Y,62768308,1200+,POPLAR ST, , , , , , , 
40749,Y,62288309,1510,E HIGH ST, , , , , , , 
40750,Y,62808312,1418,HAZEL ST, , , , , , , 
40751,Y,62628314,601,GROVE AVE, , , , , , , 
40752,Y,62488315,1309,POPLAR ST, , , , , , , 
40753,Y,62878317,702,GILLESPIE AVE, , , , , , , 
40754,Y,62888318,604,GROVE AVE, , , , , , , 
40755,Y,62688319,1311,POPLAR ST, , , , , , , 
40756,Y,62988321,1420,HAZEL ST, , , , , , , 
40757,Y,139098323,609+,ORANGE ST, , , , , , , 
40758,Y,62758324,1313,POPLAR ST, , , , , , , 
40759,Y,63158325,700,GILLESPIE AVE, , , , , , , 
40760,Y,63038327,1300+,POPLAR ST, , , , , , , 
40761,Y,63298328,600,GROVE AVE, , , , , , , 
40762,Y,139098329,607+,ORANGE ST, , , , , , , 
40763,Y,63008330,1430,E HIGH ST, , , , , , , 
40764,Y,62908332,1315+,POPLAR ST, , , , , , , 
40765,Y,63418333,1304,POPLAR ST, , , , , , , 
40766,Y,63388335,525,GROVE AVE, , , , , , , 
40767,Y,63598339,1306,POPLAR ST, , , , , , , 
40768,Y,588216621,701+,LOCUST AVE, , , , , , , 
40769,Y,603517980,1002,POPLAR ST, , , , , , , 
40770,Y,603516768,622,LOCUST AVE, , , , , , , 
40771,Y,607716794,616+,LOCUST AVE, , , , , , , 
40772,Y,631117462,1222,JEFFERSON PARK AVE, , , , , , , 
40773,Y,632117236,1202,W MAIN ST, , , , , , , 
40774,Y,632117237,1200,W MAIN ST, , , , , , , 
40775,Y,575216476,603,FARISH ST, , , , , , , 
40776,Y,1507518324,401+,4TH ST NW, , , , , , , 
40777,Y,61758265,1404,HAZEL ST, , , , , , , 
40778,Y,626016944,515+,LOCUST AVE, , , , , , , 
40779,Y,59048180,1217,HAZEL ST, , , , , , , 
40780,Y,593616668,606,LEXINGTON AVE, , , , , , , 
40781,Y,597616716,710,FARISH ST, , , , , , , 
40782,Y,580416528,518,PARK PLZ, , , , , , , 
40783,Y,1433619638,803,LOCUST AVE, , , , , , , 
40784,Y,1469519641,850,ST CHARLES AVE, , , , , , , 
40785,Y,468119640,852,ST CHARLES AVE, , , , , , , 
40786,Y,558617299,1029,HAZEL ST, , , , , , , 
40788,Y,503917303,850,LOCUST AVE, , , , , , , 
40789,Y,480517306,872,LOCUST AVE, , , , , , , 
40790,Y,473817307,874,LOCUST AVE, , , , , , , 
40791,Y,467817308,876,LOCUST AVE, , , , , , , 
40792,Y,448517223,1827+,UNIVERSITY AVE, , , , , , , 
40793,Y,504217229,1709,UNIVERSITY AVE, , , , , , , 
40794,Y,563216354,609,MALCOLM CRES, , , , , , , 
40795,Y,564316355,613,MALCOLM CRES, , , , , , , 
40796,Y,563316357,607,MALCOLM CRES, , , , , , , 
40797,Y,554416360,727,LOCUST AVE, , , , , , , 
40798,Y,567116362,518,1ST ST N , , , , , , , 
40799,Y,560916363,708,ST CHARLES AVE, , , , , , , 
40800,Y,559316365,511+,1ST ST N , , , , , , , 
40801,Y,566216367,704,LEXINGTON AVE, , , , , , , 
40802,Y,566816370,614,PARK ST, , , , , , , 
40803,Y,567316372,517,2ND ST NE, , , , , , , 
40804,Y,565116375,317,PARKWAY ST, , , , , , , 
40805,Y,566116380,611,KELLY AVE, , , , , , , 
40806,Y,563916394,527,PARK PLZ, , , , , , , 
40807,Y,570016398,514,1ST ST N, , , , , , , 
40808,Y,569616400,419+,ALTAMONT ST, , , , , , , 
