INCIDENT_ID,STREET_ADDRESS,IN_ZIP,LONGITUDE,LATITUDE,FIRE_TYPE,INCIDENT_DURATION_MIN,ALARM_DATE_TIME_AMERICA_NY,year parse,PROPERTY_LOSS_DOLLARS,PROPERTY_USE,FIRE_AREA_OF_ORIGIN,HEAT_SOURCE,ITEM_FIRST_IGNITED,CAUSE_OF_IGNITION,UNIT_1ST_ARRIVE,UNIT_1ST_RESP_TM_MIN,datetime,geometry,geocode_status_code,geocode_count,geocode_quality,geocode_address,geocode_geom,index,point_to_geocode_dist_m
2052308,1400 MONTICELLO RD,22902,-78.472756,38.019316,Structure Fire                                                                      ,91.81666666666669,2005-06-04 20:12:52,2005,3000.0,Multifamily dwelling,"Cooking area, kitchen","Radiated, conducted heat from operating equipment","Cooking materials, including edible materials",Unintentional,E5     ,3.399999999999984,2005-06-04 20:12:52,POINT (-78.472756 38.019316),200.0,5.0,1.0,"1400 Monticello Road, Charlottesville, Virginia 22902, United States",POINT (-78.472544 38.019349),407.0,18.97644786518738
2052337,,22901,-78.49047,38.00955,Mobile property (vehicle) fire                                                      ,14.033333333333378,2005-06-06 09:35:48,2005,420.0,,"Engine area, running gear, wheel area","Heat from powered equipment, other","Pipe, duct, conduit or hose",Unintentional,E1     ,4.883333333333328,2005-06-06 09:35:48,POINT (-78.49047 38.00955),200.0,5.0,0.669524,"Darden Boulevard, Charlottesville, Virginia 22903, United States",POINT (-78.5137613 38.0525024),408.0,5188.616823343331
2052345,510 MOSELEY DR,22903,-78.506779,38.014826,Natural vegetation fire                                                             ,8.700000000000047,2005-06-06 17:32:18,2005,0.0,"Forest, timberland, woodland",,Cigarette lighter,,Misuse of fire,E7     ,3.36666666666672,2005-06-06 17:32:18,POINT (-78.50677899999999 38.014826),200.0,5.0,1.0,"1335 Lee Street, Charlottesville, Virginia 22903, United States",POINT (-78.50017800000001 38.032956),409.0,2094.578472619992
2052434,207 RIDGE ST,22902,-78.485912,38.02899,Mobile property (vehicle) fire                                                      ,22.999999999999968,2005-06-10 20:42:40,2005,100.0,Vehicle parking area,"Engine area, running gear, wheel area",Undetermined,Undetermined,Cause undetermined after investigation,LAD01   ,2.5833333333333597,2005-06-10 20:42:40,POINT (-78.485912 38.02899),200.0,5.0,1.0,"1335 Lee Street, Charlottesville, Virginia 22903, United States",POINT (-78.50017800000001 38.032956),410.0,1327.8605551987837
2052477,1614 GREENLEAF LN,22903,-78.485616,38.050788,Structure Fire                                                                      ,127.6,2005-06-13 13:34:19,2005,15000.0,1 or 2 family dwelling,"Heating room or area, water heater area",Undetermined,Undetermined,Unintentional,E2     ,1.9333333333333442,2005-06-13 13:34:19,POINT (-78.48561599999999 38.050788),200.0,5.0,1.0,"1215 Lee Street, Charlottesville, Virginia 22908, United States",POINT (-78.49934500000001 38.031439),411.0,2463.2076636663646
2052513,,22903,-78.49047,38.00955,Natural vegetation fire                                                             ,7.249999999999968,2005-06-15 17:07:04,2005,0.0,"Street, other",,Undetermined,,Smoking,E7     ,1.9333333333333442,2005-06-15 17:07:04,POINT (-78.49047 38.00955),200.0,5.0,1.0,"1215 Lee Street, Charlottesville, Virginia 22908, United States",POINT (-78.49934500000001 38.031439),412.0,2552.029738944595
2052551,1329 RIVERDALE DR,22902,-78.46082,38.034522,Natural vegetation fire                                                             ,44.90000000000006,2005-06-18 06:19:19,2005,250.0,,,Cigarette,,Smoking,E1     ,3.066666666666624,2005-06-18 06:19:19,POINT (-78.46082 38.034522),200.0,5.0,1.0,"1335 Lee Street, Charlottesville, Virginia 22903, United States",POINT (-78.50017800000001 38.032956),413.0,3460.394628259147
2052555,,22901,-78.49047,38.00955,Natural vegetation fire                                                             ,17.70000000000005,2005-06-18 11:59:33,2005,,,,,,,E7     ,7.016666666666689,2005-06-18 11:59:33,POINT (-78.49047 38.00955),200.0,5.0,1.0,"1215 Lee Street, Charlottesville, Virginia 22908, United States",POINT (-78.49934500000001 38.031439),415.0,2552.029738944595
2502591,747 ORANGEDALE AVE,22902,-78.496885,38.022821,Structure Fire                                                                      ,24.66666666666662,2005-06-21 19:11:45,2005,250.0,1 or 2 family dwelling,"Cooking area, kitchen","Radiated, conducted heat from operating equipment",Flammable liquid/gas in container or pipe,Unintentional,E7     ,2.8500000000000476,2005-06-21 19:11:45,POINT (-78.49688500000001 38.022821),200.0,5.0,1.0,"1215 Lee Street, Charlottesville, Virginia 22908, United States",POINT (-78.49934500000001 38.031439),416.0,980.8435617389038
2502625,220 WAYLES LN,22901,-78.49477,38.06987,Natural vegetation fire                                                             ,29.216666666666733,2005-06-23 14:59:41,2005,,Business office,,,,,E1     ,5.266666666666656,2005-06-23 14:59:41,POINT (-78.49477 38.06987),200.0,5.0,1.0,"1215 Lee Street, Charlottesville, Virginia 22908, United States",POINT (-78.49934500000001 38.031439),417.0,4285.432595126755
2502663,2955 IVY RD,22901,-78.548907,38.050797,Natural vegetation fire                                                             ,9.166666666666607,2005-06-25 16:23:22,2005,,,,,,,E6     ,3.466666666666656,2005-06-25 16:23:22,POINT (-78.548907 38.050797),200.0,5.0,1.0,"1222 Lee St, Charlottesville, Virginia 22903, United States",POINT (-78.49915 38.03143),418.0,4869.061392560588
2502674,207 14TH ST NW,22902,-78.498969,38.03523,Natural vegetation fire                                                             ,15.833333333333377,2005-06-26 13:57:45,2005,0.0,Graded and cared-for plots of land,,Cigarette,,Smoking,E7     ,2.416666666666608,2005-06-26 13:57:45,POINT (-78.498969 38.03523),200.0,5.0,1.0,"1900 Carrs Hill Road, Charlottesville, Virginia 22903, United States",POINT (-78.503861 38.037975),419.0,526.6679886378968
2502707,1000 FOREST HILLS AVE,22901,-78.484621,38.039004,Natural vegetation fire                                                             ,19.983333333333313,2005-06-28 09:21:51,2005,0.0,"Outside or special property, other",,,,Undetermined,E5     ,4.349999999999952,2005-06-28 09:21:51,POINT (-78.484621 38.039004),200.0,5.0,0.948,"1605 Jefferson Park Avenue, Charlottesville, Virginia 22903, United States",POINT (-78.503798 38.032071),420.0,1851.4530251009478
2502708,818 E JEFFERSON ST,22901,-78.474878,38.030764,Mobile property (vehicle) fire                                                      ,26.799999999999983,2005-06-28 10:59:14,2005,0.0,,"Vehicle area, other",Undetermined,Undetermined,Cause undetermined after investigation,BC3     ,5.366666666666736,2005-06-28 10:59:14,POINT (-78.474878 38.030764),200.0,5.0,1.0,"478 Floyd Drive, Charlottesville, Virginia 22904, United States",POINT (-78.51665 38.029567),421.0,3670.555763938863
2502717,2121 IVY RD,22903,-78.512335,38.043101,Structure Fire                                                                      ,42.08333333333328,2005-06-28 19:53:13,2005,200.0,"Food and beverage sales, grocery store","Sales area, showroom (exclude display window)",Arcing,Undetermined,Failure of equipment or heat source,E6     ,1.8166666666667042,2005-06-28 19:53:13,POINT (-78.51233499999999 38.043101),200.0,5.0,1.0,"768 Prospect Ave, Charlottesville, Virginia 22903, United States",POINT (-78.49587 38.02251),422.0,2704.812801953115
2502767,,22902,-78.49047,38.00955,Natural vegetation fire                                                             ,19.783333333333296,2005-07-01 19:00:45,2005,0.0,Railroad right of way                                                               ,,Undetermined,,Undetermined,E1     ,0.56666666666664,2005-07-01 19:00:45,POINT (-78.49047 38.00955),200.0,5.0,1.0,"1008 Altavista Avenue, Charlottesville, Virginia 22902, United States",POINT (-78.476602 38.017805),424.0,1524.3425485737419
2502805,100 YELLOWSTONE DR,22901,-78.49477,38.06987,Natural vegetation fire                                                             ,24.549999999999986,2005-07-04 23:08:04,2005,,,,,,,E7     ,11.533333333333392,2005-07-04 23:08:04,POINT (-78.49477 38.06987),200.0,5.0,1.0,"1200 Emmet Street North, Charlottesville, Virginia 22903, United States",POINT (-78.498503 38.052816),425.0,1921.466042785963
2502929,313 8TH ST NW,22903,-78.489871,38.03462,Structure Fire                                                                      ,162.63333333333216,2005-07-06 13:08:21,2005,0.0,1 or 2 family dwelling,"Storage area, other",Undetermined,Undetermined,Unintentional,BC3     ,2.166666666666624,2005-07-06 13:08:21,POINT (-78.48987099999999 38.03462),200.0,5.0,1.0,"205 Sprigg Lane, Charlottesville, Virginia 22903, United States",POINT (-78.508466 38.039103),426.0,1706.9121830178135
2503242,104 GARRETT ST,22901,-78.49477,38.06987,Mobile property (vehicle) fire                                                      ,28.899999999999935,2005-07-23 15:26:43,2005,0.0,,"Vehicle area, other",Arcing,"Electrical wire, cable insulation",Failure of equipment or heat source,E7     ,1.966666666666608,2005-07-23 15:26:43,POINT (-78.49477 38.06987),200.0,5.0,1.0,"108 Hawthorne Lane, Charlottesville, Virginia 22911, United States",POINT (-78.43502599999999 38.032929),427.0,6657.995387540486
2503301,2005 ABBEY RD,22911,-78.445876,38.030575,Natural vegetation fire                                                             ,11.266666666666703,2005-07-26 15:13:40,2005,,Vehicle parking area,,,,,E2     ,6.366666666666672,2005-07-26 15:13:40,POINT (-78.445876 38.030575),200.0,5.0,1.0,"924 1st Street, Charlottesville, Virginia 22902, United States",POINT (-78.486125 38.020867),428.0,3695.339550388325
2503320,1137 EMMET ST,22903,-78.501,38.05118,Natural vegetation fire                                                             ,10.100000000000017,2005-07-27 16:25:06,2005,0.0,Vehicle parking area,,,,Undetermined,E2     ,4.633333333333344,2005-07-27 16:25:06,POINT (-78.501 38.05118),200.0,5.0,1.0,"300 Meade Avenue, Charlottesville, Virginia 22902, United States",POINT (-78.465583 38.027733),429.0,4055.4099652524037
2503330,410 E JEFFERSON ST,22902,-78.47824,38.03147,Mobile property (vehicle) fire                                                      ,24.933333333333316,2005-07-28 11:36:29,2005,2500.0,,"Engine area, running gear, wheel area",Arcing,"Electrical wire, cable insulation",Failure of equipment or heat source,E5     ,3.116666666666736,2005-07-28 11:36:29,POINT (-78.47824 38.03147),200.0,5.0,0.948,"1600 Emmet Street North, Charlottesville, Virginia 22901, United States",POINT (-78.493932 38.057947),430.0,3246.306650355973
2503350,432 MOSELEY DR,22902,-78.506004,38.016976,Structure Fire                                                                      ,63.20000000000002,2005-07-29 10:13:32,2005,0.0,1 or 2 family dwelling,"Cooking area, kitchen","Spark, ember, or flame from operating equipment","Cooking materials, including edible materials",Unintentional,E5     ,4.000000000000032,2005-07-29 10:13:32,POINT (-78.506004 38.016976),200.0,5.0,1.0,"2116 Brownstone Ln, Charlottesville, Virginia 22901, United States",POINT (-78.446031 38.087909),431.0,9472.835026388007
2503413,182 5TH ST SW,22901,-78.478782,38.029224,Natural vegetation fire                                                             ,17.73333333333331,2005-08-02 15:58:37,2005,0.0,Railroad right of way                                                               ,,,,Smoking,E5     ,3.399999999999984,2005-08-02 15:58:37,POINT (-78.478782 38.029224),200.0,5.0,1.0,"511 Ridge Street, Charlottesville, Virginia 22902, United States",POINT (-78.487855 38.026983),432.0,834.7004189439713
2503451,401 MCINTIRE RD,22902,-78.481863,38.035267,Structure Fire                                                                      ,60.68333333333334,2005-08-04 15:59:58,2005,500.0,Business office,"Duct: hvac, cable, exhaust, heating, or AC","Radiated, conducted heat from operating equipment","Liquids, piping, filters, other",Failure of equipment or heat source,BC1     ,1.383333333333264,2005-08-04 15:59:58,POINT (-78.481863 38.035267),200.0,5.0,1.0,"1001 Preston Avenue, Charlottesville, Virginia 22903, United States",POINT (-78.491395 38.039962),433.0,985.9945065386895
2503487,1205 WERTLAND ST,22901,-78.49477,38.06987,Natural vegetation fire                                                             ,8.799999999999983,2005-08-06 12:47:17,2005,5.0,,,Hot ember or ash,,Smoking,E7     ,3.166666666666704,2005-08-06 12:47:17,POINT (-78.49477 38.06987),200.0,5.0,1.0,"2111 Michie Drive, Charlottesville, Virginia 22901, United States",POINT (-78.485135 38.062271),434.0,1194.5239360911692
2503513,402 GARRETT ST,22902,-78.480274,38.027899,Structure Fire                                                                      ,62.13333333333327,2005-08-06 20:05:33,2005,100.0,Multifamily dwelling,"Common room, den, family room, living room, lounge",Lightning,"Dust, fiber, lint, including sawdust and excelsior",Act of nature,E6     ,1.166666666666688,2005-08-06 20:05:33,POINT (-78.48027399999999 38.027899),200.0,5.0,1.0,"1411 Chesapeake Street, Charlottesville, Virginia 22902, United States",POINT (-78.461849 38.025876),435.0,1633.5696205595882
2503639,143 STRIBLING AVE,22902,-78.49047,38.00955,Structure Fire                                                                      ,129.03333333333336,2005-08-14 19:56:31,2005,5000.0,1 or 2 family dwelling,"Attic: vacant, crawl space above top story, cupola",Arcing,Structural member or framing,Failure of equipment or heat source,BC6     ,4.1333333333333755,2005-08-14 19:56:31,POINT (-78.49047 38.00955),200.0,5.0,1.0,"707 Orangedale Avenue, Charlottesville, Virginia 22903, United States",POINT (-78.49594999999999 38.024563),436.0,1734.8249666620775
2503654,,22902,-78.49047,38.00955,Natural vegetation fire                                                             ,9.68333333333328,2005-08-15 18:25:18,2005,0.0,Graded and cared-for plots of land,,Lightning,,Natural source,E2     ,3.8166666666667197,2005-08-15 18:25:18,POINT (-78.49047 38.00955),200.0,5.0,1.0,"1411 Hazel Street, Charlottesville, Virginia 22902, United States",POINT (-78.46363700000001 38.033444),438.0,3548.2939994708904
2503655,800 MCINTIRE RD,22902,-78.476551,38.041315,Natural vegetation fire                                                             ,1485.399999999989,2005-08-15 20:48:21,2005,0.0,,,"Heat from powered equipment, other",,Equipment,E1     ,3.966666666666624,2005-08-15 20:48:21,POINT (-78.476551 38.041315),200.0,5.0,1.0,"511 Rougemont Avenue, Charlottesville, Virginia 22902, United States",POINT (-78.487174 38.017982),439.0,2753.2666143873107
2503764,1108 W MAIN ST,22901,-78.483308,38.031078,Mobile property (vehicle) fire                                                      ,39.6166666666667,2005-08-23 14:09:43,2005,15000.0,,"Engine area, running gear, wheel area","Radiated, conducted heat from operating equipment",Multiple items first ignited,Failure of equipment or heat source,E5     ,2.400000000000048,2005-08-23 14:09:43,POINT (-78.48330799999999 38.031078),200.0,5.0,0.948,"1800 Jefferson Park Avenue, Charlottesville, Virginia 22903, United States",POINT (-78.50887899999999 38.028802),440.0,2259.6597978665795
2503774,109 W WATER ST,22902,-78.48241,38.030269,Structure Fire                                                                      ,22.716666666666722,2005-08-24 09:22:12,2005,100.0,Multifamily dwelling,"Cooking area, kitchen","Heat from powered equipment, other",Linen; other than bedding,Unintentional,BC1     ,0.56666666666664,2005-08-24 09:22:12,POINT (-78.48241 38.030269),200.0,5.0,1.0,"1208 Holmes Avenue, Charlottesville, Virginia 22901, United States",POINT (-78.460553 38.046629),441.0,2642.3538139974794
2503817,1715 KENWOOD LN,22901,-78.481771,38.060463,Structure Fire                                                                      ,32.2333333333334,2005-08-26 10:27:02,2005,500.0,1 or 2 family dwelling,"Vehicle storage area; garage, carport",Arcing,"Electrical wire, cable insulation",Failure of equipment or heat source,C1      ,2.6999999999999997,2005-08-26 10:27:02,POINT (-78.48177099999999 38.060463),200.0,5.0,1.0,"604 Cherry Avenue, Charlottesville, Virginia 22903, United States",POINT (-78.491699 38.02712),442.0,3802.961208141898
2503824,500 1ST ST S,22903,-78.483813,38.026645,Mobile property (vehicle) fire                                                      ,6.18333333333336,2005-08-26 13:53:03,2005,0.0,Vehicle parking area,Undetermined,Undetermined,Undetermined,Unintentional,E7     ,1.250000000000064,2005-08-26 13:53:03,POINT (-78.483813 38.026645),200.0,5.0,1.0,"1370 Monacan Trail, Charlottesville, Virginia 22903, United States",POINT (-78.57859500000001 38.007063),443.0,8603.693058258375
2503867,300 BYPASS,22901,-78.49477,38.06987,Mobile property (vehicle) fire                                                      ,15.00000000000005,2005-08-29 16:49:26,2005,0.0,Highway or divided highway,"Engine area, running gear, wheel area","Heat from powered equipment, other","Item, Other",Failure of equipment or heat source,E1     ,0.883333333333296,2005-08-29 16:49:26,POINT (-78.49477 38.06987),200.0,5.0,1.0,"1500 Carlton Avenue, Charlottesville, Virginia 22902, United States",POINT (-78.4661 38.020253),444.0,6056.329245585362
2503913,1107 GROVE ST,22902,-78.500557,38.029088,Structure Fire                                                                      ,161.56666666666655,2005-09-01 07:14:57,2005,50000.0,1 or 2 family dwelling,"Common room, den, family room, living room, lounge",Match,Undetermined,Unintentional,E7     ,1.899999999999936,2005-09-01 07:14:57,POINT (-78.500557 38.029088),200.0,5.0,1.0,"110 Goodman Street, Charlottesville, Virginia 22902, United States",POINT (-78.47421799999999 38.027358),445.0,2320.9530197663144
2503996,,22902,-78.49047,38.00955,Natural vegetation fire                                                             ,14.96666666666664,2005-09-04 20:12:21,2005,0.0,"Street, other",,Undetermined,,Undetermined,E2     ,6.0999999999999845,2005-09-04 20:12:21,POINT (-78.49047 38.00955),200.0,5.0,1.0,"29 University Circle, Charlottesville, Virginia 22903, United States",POINT (-78.503776 38.043069),446.0,3900.3809366263654
2504008,,22902,-78.49047,38.00955,Mobile property (vehicle) fire                                                      ,74.56666666666665,2005-09-06 03:42:36,2005,0.0,,Operator/passenger area of transportation equip.,Undetermined,Undetermined,Cause under investigation,E5     ,3.616666666666704,2005-09-06 03:42:36,POINT (-78.49047 38.00955),200.0,5.0,1.0,"814 Ridge St, Charlottesville, Virginia 22902, United States",POINT (-78.49127 38.02219),447.0,1405.0345064879377
2504020,1341 LONG ST,22902,-78.459391,38.03501,Natural vegetation fire                                                             ,8.349999999999984,2005-09-06 13:43:43,2005,0.0,,,,,Smoking,E4     ,3.350000000000016,2005-09-06 13:43:43,POINT (-78.459391 38.03501),200.0,5.0,1.0,"1250 Emmet Street North, Charlottesville, Virginia 22903, United States",POINT (-78.497393 38.054369),448.0,3968.774361311323
2504061,,22901,-78.49047,38.00955,Natural vegetation fire                                                             ,19.116666666666717,2005-09-09 05:54:21,2005,0.0,Open land or field,,,,Undetermined,E2     ,2.983333333333392,2005-09-09 05:54:21,POINT (-78.49047 38.00955),200.0,5.0,1.0,"507 Rougemont Avenue, Charlottesville, Virginia 22902, United States",POINT (-78.487492 38.018141),449.0,988.9793710486416
2504062,1708 E MARKET ST,22902,-78.459089,38.022972,Natural vegetation fire                                                             ,28.666666666666657,2005-09-09 12:24:50,2005,0.0,Railroad right of way                                                               ,,"Hot or smoldering object, other",,Smoking,E5     ,4.433333333333327,2005-09-09 12:24:50,POINT (-78.45908900000001 38.022972),200.0,5.0,1.0,"1301 East High Street, Charlottesville, Virginia 22902, United States",POINT (-78.46602900000001 38.03211),451.0,1183.4940753718436
2504082,707 RIVES ST,22903,-78.49886,38.03522,Structure Fire                                                                      ,56.38333333333335,2005-09-10 10:10:11,2005,1000.0,1 or 2 family dwelling,"Exterior balcony, unenclosed porch",Cigarette lighter,"Rubbish, trash, or waste",Unintentional,E1     ,2.6666666666667362,2005-09-10 10:10:11,POINT (-78.49885999999999 38.03522),200.0,5.0,1.0,"127 North Baker Street, Charlottesville, Virginia 22903, United States",POINT (-78.50416199999999 38.028114),452.0,916.0349894649978
2504083,1600 EMMET ST N,22902,-78.494456,38.058203,Natural vegetation fire                                                             ,21.566666666666734,2005-09-10 11:22:35,2005,0.0,Open land or field,,Cigarette,,Smoking,E2     ,3.283333333333344,2005-09-10 11:22:35,POINT (-78.494456 38.058203),200.0,5.0,1.0,"3305 Petal Lane, Charlottesville, Virginia 22903, United States",POINT (-78.613331 38.030055),453.0,10894.350894362748
2504136,1418 EMMET ST,22902,-78.49047,38.00955,Natural vegetation fire                                                             ,27.600000000000048,2005-09-13 10:06:20,2005,0.0,Highway or divided highway,,,,Open/outdoor fire,E2     ,2.600000000000064,2005-09-13 10:06:20,POINT (-78.49047 38.00955),200.0,5.0,1.0,"68 University Way, Charlottesville, Virginia 22903, United States",POINT (-78.50156800000001 38.041389),455.0,3666.6242062698
2504253,,22901,-78.49047,38.00955,Natural vegetation fire                                                             ,14.833333333333293,2005-09-21 21:35:33,2005,0.0,"Outside or special property, other",,Heat source: other,,Other cause,E2     ,4.299999999999984,2005-09-21 21:35:33,POINT (-78.49047 38.00955),200.0,5.0,1.0,"300 2nd Street Southeast, Charlottesville, Virginia 22902, United States",POINT (-78.48159699999999 38.028772),456.0,2271.8454621764604
2504267,,22902,-78.49047,38.00955,Natural vegetation fire                                                             ,4.583333333333377,2005-09-22 12:19:03,2005,0.0,,,,,Undetermined,E7     ,0.616666666666608,2005-09-22 12:19:03,POINT (-78.49047 38.00955),200.0,5.0,1.0,"101 Market Street, Charlottesville, Virginia 22902, United States",POINT (-78.480535 38.031782),457.0,2617.8670555824788
2504418,,22902,-78.49047,38.00955,Natural vegetation fire                                                             ,13.599999999999934,2005-09-29 15:59:08,2005,0.0,Highway or divided highway,,Undetermined,,Undetermined,E1     ,3.1333333333332964,2005-09-29 15:59:08,POINT (-78.49047 38.00955),200.0,5.0,1.0,"595 Martha Jefferson Dr, Charlottesville, Virginia 22911, United States",POINT (-78.4414 38.02641),458.0,4698.713685423951
2504429,1800 JEFFERSON PARK,22903,-78.50968,38.028668,Mobile property (vehicle) fire                                                      ,56.04999999999999,2005-09-30 07:08:03,2005,750.0,,"Exterior, exposed surface",Heat from other open flame or smoking materials,"Magazine, newspaper, writing paper",Cause under investigation,E6     ,6.349999999999969,2005-09-30 07:08:03,POINT (-78.50968 38.028668),200.0,5.0,1.0,"314 Rolkin Road, Charlottesville, Virginia 22911, United States",POINT (-78.442438 38.030447),459.0,5908.168141118736
2504495,,22901,-78.49047,38.00955,Natural vegetation fire                                                             ,10.100000000000017,2005-10-04 15:02:31,2005,,Graded and cared-for plots of land,,,,,E6     ,3.03333333333336,2005-10-04 15:02:31,POINT (-78.49047 38.00955),200.0,5.0,0.754286,"500 East Jefferson Street, Falls Church, Virginia 22046, United States",POINT (-77.160886 38.882798),460.0,151304.1467437595
2504552,,22901,-78.49047,38.00955,Mobile property (vehicle) fire                                                      ,25.60000000000003,2005-10-07 04:48:42,2005,0.0,,"Vehicle area, other",Multiple heat sources including multiple ignition,Multiple items first ignited,Unintentional,E5     ,3.849999999999984,2005-10-07 04:48:42,POINT (-78.49047 38.00955),200.0,5.0,1.0,"595 Martha Jefferson Dr, Charlottesville, Virginia 22911, United States",POINT (-78.4414 38.02641),461.0,4698.713685423951
2504629,1335 CARLTON AVE,22902,-78.462862,38.021814,Mobile property (vehicle) fire                                                      ,102.81666666666672,2005-10-11 01:11:57,2005,0.0,,"Engine area, running gear, wheel area",Undetermined,Undetermined,Cause under investigation,E5     ,4.983333333333264,2005-10-11 01:11:57,POINT (-78.462862 38.021814),200.0,5.0,1.0,"2000 Lambs Road, Charlottesville, Virginia 22901, United States",POINT (-78.50069499999999 38.077562),462.0,7024.027774829903
2504700,918 LOCUST AVE,22902,-78.46524,38.038767,Mobile property (vehicle) fire                                                      ,18.433333333333298,2005-10-15 11:02:20,2005,500.0,,"Engine area, running gear, wheel area",Undetermined,Undetermined,Cause undetermined after investigation,E1     ,2.949999999999984,2005-10-15 11:02:20,POINT (-78.46523999999999 38.038767),200.0,5.0,1.0,"190 Yellowstone Drive, Charlottesville, Virginia 22903, United States",POINT (-78.52140300000001 38.017055),464.0,5489.549902943854
2504722,,22903,-78.49047,38.00955,Natural vegetation fire                                                             ,14.399999999999999,2005-10-16 17:03:42,2005,,Open land or field,,,,,E6     ,10.649999999999952,2005-10-16 17:03:42,POINT (-78.49047 38.00955),200.0,5.0,0.948,"1224 Jefferson Park Avenue, Charlottesville, Virginia 22903, United States",POINT (-78.49806599999999 38.032971),465.0,2684.3824632906903
2504737,256 STRIBLING AVE,22903,-78.523469,38.021414,Structure Fire                                                                      ,51.63333333333336,2005-10-17 14:35:17,2005,400.0,Multifamily dwelling,"Laundry area, wash house (laundry)","Heat from powered equipment, other","Bedding; blanket, sheet, comforter",Unintentional,BC1     ,5.583333333333312,2005-10-17 14:35:17,POINT (-78.52346900000001 38.021414),200.0,5.0,1.0,"1320 Early Street, Charlottesville, Virginia 22902, United States",POINT (-78.483395 38.019247),468.0,3527.7128496907844
2504741,1607 E MARKET ST,22902,-78.461449,38.02399,Structure Fire                                                                      ,144.99999999999937,2005-10-17 18:34:59,2005,8500.0,1 or 2 family dwelling,"Attic: vacant, crawl space above top story, cupola","Spark, ember, or flame from operating equipment",Exterior roof covering or finish,Unintentional,BC1     ,2.866666666666608,2005-10-17 18:34:59,POINT (-78.461449 38.02399),200.0,5.0,1.0,"107B Welk Pl, Charlottesville, Virginia 22903, United States",POINT (-78.50206 38.01581),471.0,3680.516830482448
2504818,,22901,-78.49047,38.00955,Mobile property (vehicle) fire                                                      ,31.450000000000028,2005-10-22 11:06:18,2005,10000.0,,"Engine area, running gear, wheel area","Heat from powered equipment, other",Flammable liquid/gas - in/from engine or burner,Failure of equipment or heat source,E1     ,1.9500000000000481,2005-10-22 11:06:18,POINT (-78.49047 38.00955),200.0,5.0,1.0,"510 Ridge Street, Charlottesville, Virginia 22902, United States",POINT (-78.48715 38.0266),472.0,1915.1989844212517
2504962,2408 BROOK RD,22901,-78.47065,38.065211,Natural vegetation fire                                                             ,36.61666666666661,2005-10-31 20:25:48,2005,0.0,Graded and cared-for plots of land,,Fireworks,,Other cause,E2     ,7.266666666666671,2005-10-31 20:25:48,POINT (-78.47065000000001 38.065211),200.0,5.0,1.0,"1005 Locust Lane, Charlottesville, Virginia 22901, United States",POINT (-78.456731 38.044693),473.0,2584.9454233837982
2505004,1500 CARLTON AVE,22902,-78.464702,38.021097,Structure Fire                                                                      ,49.799999999999955,2005-11-03 13:52:57,2005,1500.0,1 or 2 family dwelling,"Cooking area, kitchen","Radiated, conducted heat from operating equipment",Undetermined,Unintentional,LAD01   ,2.949999999999984,2005-11-03 13:52:57,POINT (-78.464702 38.021097),200.0,5.0,1.0,"816 Hardy Drive, Charlottesville, Virginia 22903, United States",POINT (-78.491871 38.033302),474.0,2743.836752708049
2505172,827 ORANGEDALE AVE,22903,-78.498522,38.020707,Structure Fire                                                                      ,32.699999999999946,2005-11-13 18:53:53,2005,50.0,1 or 2 family dwelling,"Cooking area, kitchen","Radiated, conducted heat from operating equipment","Cooking materials, including edible materials",Unintentional,E7     ,2.6999999999999997,2005-11-13 18:53:53,POINT (-78.49852199999999 38.020707),200.0,5.0,1.0,"909 West Main Street, Charlottesville, Virginia 22903, United States",POINT (-78.49423899999999 38.032765),475.0,1390.4982325122942
2505179,123 E MAIN ST,22902,-78.480862,38.030629,Natural vegetation fire                                                             ,45.533333333333374,2005-11-14 00:10:28,2005,0.0,Bank,,"Hot or smoldering object, other",,Smoking,E5     ,4.916666666666736,2005-11-14 00:10:28,POINT (-78.480862 38.030629),200.0,5.0,1.0,"1917 Swanson Drive, Charlottesville, Virginia 22901, United States",POINT (-78.49323200000001 38.062591),476.0,3710.875222681118
2505188,1404 MEADOWBROOK RD,22901,-78.496067,38.054488,Mobile property (vehicle) fire                                                      ,45.06666666666668,2005-11-14 22:18:58,2005,0.0,,"Engine area, running gear, wheel area","Hot or smoldering object, other",Undetermined,Unintentional,BC5     ,5.683333333333392,2005-11-14 22:18:58,POINT (-78.496067 38.054488),200.0,5.0,1.0,"100 Zan Road, Charlottesville, Virginia 22901, United States",POINT (-78.48962899999999 38.063508),478.0,1149.8498172329446
2505203,200 AVON ST,22902,-78.476962,38.028282,Mobile property (vehicle) fire                                                      ,38.90000000000002,2005-11-16 04:14:37,2005,9000.0,Vacant lot,"Engine area, running gear, wheel area","Heat from powered equipment, other",Multiple items first ignited,Failure of equipment or heat source,E5     ,5.583333333333312,2005-11-16 04:14:37,POINT (-78.476962 38.028282),200.0,5.0,1.0,"183 Spotnap Road, Charlottesville, Virginia 22911, United States",POINT (-78.4528 38.031253),479.0,2147.279377144596
