GPIN,PIN,UseCode,YearBuilt,Area_SqFT,Source,Risk,IsMultiParcelPolygon,Zoning
4006,490020000,Single Family,1943,1947,Residential,1,NA,R-1S
4054,490021000,Single Family,1940,1614,Residential,1,NA,R-1S
3817,490022000,Single Family,2013,2488,Residential,1,NA,R-1S
3872,490023000,Single Family,1930,1066,Residential,1,NA,R-1S
3923,490024000,Single Family,1934,2358,Residential,1,NA,R-1S
3979,490025000,Single Family,1955,2695,Residential,1,NA,R-1S
4025,490026000,Single Family,1955,1920,Residential,1,NA,R-1S
4061,490026100,Single Family,1955,1306,Residential,1,NA,R-1S
4101,490026200,Single Family,1956,1914,Residential,1,NA,R-1S
4143,490026300,Single Family,1955,1233,Residential,1,NA,R-1S
4187,490026400,Single Family,1955,2195,Residential,1,NA,R-1S
4189,490026500,Duplex,1964,1063,Residential,1,NA,R-1S
4125,490027000,Single Family,1955,2305,Residential,1,NA,R-1S
4163,490027100,Single Family,1955,2027,Residential,1,NA,R-1S
4391,490027101,Single Family,1955,1736,Residential,1,NA,R-1S
4443,490027110,Single Family,1950,2240,Residential,1,NA,R-1S
4184,490027200,Single Family,1955,1400,Residential,1,NA,R-1S
4213,490027300,Single Family,1955,1152,Residential,1,NA,R-1S
4250,490027400,Single Family,1955,2025,Residential,1,NA,R-1S
4278,490027500,Single Family,1955,1151,Residential,1,NA,R-1S
4302,490027600,Single Family,1955,2039,Residential,1,NA,R-1S
4320,490027700,Single Family,1955,1752,Residential,1,NA,R-1S
4331,490027800,Single Family-1 Conversion,1955,1226,Residential,1,NA,R-1S
4367,490027900,Single Family,1955,1256,Residential,1,NA,R-1S
4207,490028000,Single Family,1944,970,Residential,1,NA,R-1S
4262,490029000,Single Family,1949,1218,Residential,1,NA,R-1S
4234,490030000,Single Family,1940,1712,Residential,1,NA,R-1S
4253,490031000,Single Family,1945,1616,Residential,1,NA,R-1S
4269,490032000,Single Family,1938,1482,Residential,1,NA,R-1S
4290,490033000,Single Family,1993,1552,Residential,1,NA,R-1S
4312,490033100,Single Family,1940,1451,Residential,1,NA,R-1S
4333,490034000,Single Family,1941,2630,Residential,1,NA,R-1S
4369,490035000,Single Family-1 Conversion,1941,2368,Residential,1,NA,R-1S
4409,490037000,Single Family,1996,1632,Residential,1,NA,R-1S
4437,490038000,Single Family,1950,1353,Residential,1,NA,R-1S
4470,490039000,Single Family-1 Conversion,1946,2739,Residential,1,NA,R-1S
4509,490040000,Single Family,1946,1457,Residential,1,NA,R-1S
4545,490040100,Single Family,1961,1276,Residential,1,NA,R-1S
4703,490041000,Single Family-1 Conversion,1945,2462,Residential,1,NA,R-2
4677,490042000,Single Family,1947,1726,Residential,1,NA,R-2
4651,490043000,Single Family-2 Conversion,1951,1995,Residential,2,NA,R-2
4626,490044000,Single Family-1 Conversion,1948,1920,Residential,1,NA,R-2
4601,490045000,Single Family,1946,1800,Residential,1,NA,R-2
4576,490046000,Single Family,1946,2370,Residential,1,NA,R-2
4527,490047000,Single Family-1 Conversion,1938,875,Residential,1,NA,R-2
4474,490048000,Single Family-1 Conversion,1942,1125,Residential,1,NA,R-2
4442,490049000,Single Family,1949,2098,Residential,1,NA,R-2
4416,490050000,Duplex,1968,938,Residential,1,NA,R-2
4345,490051000,Single Family,1920,1965,Residential,1,NA,R-2
4420,490052000,Single Family,1948,2034,Residential,1,NA,R-2
4462,490053000,Single Family-1 Conversion,1955,1218,Residential,1,NA,R-2
4490,490053100,Single Family,1955,1437,Residential,1,NA,R-2
4526,490053200,Single Family,1955,1622,Residential,1,NA,R-2
4555,490053300,Single Family,1955,1912,Residential,1,NA,R-2
4578,490053400,Single Family,1955,1180,Residential,1,NA,R-2
4602,490053500,Single Family-1 Conversion,1955,1480,Residential,1,NA,R-2
4623,490054000,Duplex,1970,1702,Residential,1,NA,R-2
4648,490054100,Duplex,1970,1882,Residential,1,NA,R-2
4696,490055000,Single Family,1987,1422,Residential,1,NA,R-2
4674,490055100,Single Family,1959,1302,Residential,1,NA,R-2
14377,490055200,Single Family,2006,1336,Residential,1,NA,R-2
4752,490056000,Duplex,1956,2388,Residential,1,NA,R-2
4778,490057000,Single Family,1957,973,Residential,1,NA,R-2
4806,490057100,Duplex,1957,984,Residential,1,NA,R-2
4874,490058000,Single Family,1954,1185,Residential,1,NA,R-2
4950,490059000,Single Family,1953,2017,Residential,1,NA,R-2
4986,490060000,Single Family,1954,1400,Residential,1,NA,R-2
5019,490062000,Single Family,1954,2308,Residential,1,NA,R-2
4658,490063000,Single Family,1956,1982,Residential,1,NA,R-2
4921,490063100,Single Family,1961,1399,Residential,1,NA,R-2
4892,490063200,Single Family,1956,1696,Residential,1,NA,R-2
4870,490063300,Single Family,1956,1334,Residential,1,NA,R-2
4839,490063400,Single Family,1956,967,Residential,1,NA,R-2
4821,490063500,Single Family-1 Conversion,1956,1235,Residential,1,NA,R-2
4790,490063600,Single Family,1956,1944,Residential,1,NA,R-2
4765,490063700,Single Family,1956,2020,Residential,1,NA,R-2
4701,490063800,Single Family,1955,1982,Residential,1,NA,R-2
4618,490063900,Single Family,1955,1974,Residential,1,NA,R-2
4552,490064000,Single Family,1951,2110,Residential,1,NA,R-2
4843,490066000,Single Family,1926,1407,Residential,1,NA,R-2
4876,490069000,Single Family,1900,1244,Residential,1,NA,R-2
4900,490069100,Single Family,1956,3542,Residential,1,NA,R-2
4934,490069200,Single Family,1949,2138,Residential,1,NA,R-2
4891,490069A00,Single Family,1954,1306,Residential,1,NA,R-2
4877,490072000,Single Family,1934,717,Residential,1,NA,R-2
4918,490072100,Single Family,1970,1203,Residential,1,NA,R-2
4938,490073000,Vacant Land,NA,NA,Residential,0,NA,R-2
4990,490074000,Duplex,1974,1682,Residential,1,NA,R-2
5009,490075000,Duplex,1984,1990,Residential,1,NA,R-2
5036,490076000,Duplex,1984,2004,Residential,1,NA,R-2
5078,490077000,Duplex,1966,1044,Residential,1,NA,R-2
5125,490078000,Duplex,1969,1064,Residential,1,NA,R-2
5131,490082000,Duplex,1987,2049,Residential,1,NA,R-2
5075,490084000,Single Family-1 Conversion,1963,2098,Residential,1,NA,R-2
5104,490084A00,Duplex,1987,2049,Residential,1,NA,R-2
5276,490094000,Parking Lot,NA,NA,Residential,0,NA,B-2
17625,490098001,Vacant Land,NA,NA,Residential,0,NA,IC
4910,490099000,Single Family-1 Conversion,1950,1722,Residential,1,NA,R-2
4852,490100000,Single Family-1 Conversion,1953,775,Residential,1,NA,R-2
4800,490101000,Single Family-1 Conversion,1963,1471,Residential,1,NA,R-2
4656,490102000,Single Family,1972,1816,Residential,1,NA,R-2
4710,490102100,Single Family-1 Conversion,1970,1286,Residential,1,NA,R-2
4755,490102200,Duplex,1968,1738,Residential,1,NA,R-2
4617,490103000,Single Family,1968,1774,Residential,1,NA,R-2
4579,490103100,Single Family-1 Conversion,1968,1229,Residential,1,NA,R-2
4536,490103200,Single Family,1968,992,Residential,1,NA,R-2
4461,490104000,Single Family,1950,1298,Residential,1,NA,R-2
4436,490104100,Single Family Attached,1990,1496,Residential,2,NA,R-2
4407,4901041A0,Single Family Attached,1990,2244,Residential,2,NA,R-2
4219,490112000,Vacant Land,NA,NA,Residential,0,NA,R-2
4255,490112100,Vacant Land,NA,NA,Residential,0,NA,R-2
4287,490112200,Vacant Land,NA,NA,Residential,0,NA,R-2
4322,490112300,Duplex,1969,823,Residential,1,NA,R-2
4359,490112400,Duplex,1969,923,Residential,1,NA,R-2
3606,490116000,Vacant Land,NA,NA,Residential,0,NA,IC
3725,490117000,Vacant Land,NA,NA,Residential,0,NA,IC
3534,490118000,Vacant Land,NA,NA,Residential,0,NA,IC
3584,490119000,Vacant Land,NA,NA,Residential,0,NA,IC
3611,490120000,Vacant Land,NA,NA,Residential,0,NA,IC
3855,490121000,Single Family,1940,1408,Residential,1,NA,R-2
3750,490122000,Single Family,1962,850,Residential,1,NA,R-2
4168,490125000,Duplex,2006,1745,Residential,1,NA,R-3
4122,490125A00,Duplex,2006,1745,Residential,1,NA,R-3
4063,490125B00,Duplex,2005,1254,Residential,1,NA,R-3
4022,490125C00,Duplex,2004,1254,Residential,1,NA,R-3
4027,490125D00,Duplex,2003,2712,Residential,1,NA,R-3
4112,490125E00,Duplex,2003,2572,Residential,1,NA,R-3
4159,490125F00,Duplex,2003,2548,Residential,1,NA,R-3
4239,490126000,Single Family,1947,1176,Residential,1,NA,R-1S
4108,490127000,Single Family,1947,1467,Residential,1,NA,R-1S
4220,490128000,Single Family,1947,1460,Residential,1,NA,R-1S
17442,490128001,Vacant Land,NA,NA,Residential,0,NA,R-1
4145,490129000,Single Family,1966,1872,Residential,1,NA,R-1S
4283,490130000,Single Family,1944,2026,Residential,1,NA,R-1S
17443,490130001,Vacant Land,NA,NA,Residential,0,NA,R-1S
17444,490130002,Single Family,2018,1784,Residential,1,NA,R-1S
3742,490131000,Single Family,1967,1646,Residential,1,NA,R-1S
3665,490132000,Single Family,1964,1471,Residential,1,NA,R-1S
3693,490132100,Single Family,1964,2050,Residential,1,NA,R-1S
3641,490133000,Single Family,1920,792,Residential,1,NA,R-1S
3609,490134000,Single Family,1951,2454,Residential,1,NA,R-1S
3588,490135000,Single Family,1957,2447,Residential,1,NA,R-1S
3556,490136000,Single Family,1950,754,Residential,1,NA,R-1S
3642,490137000,Single Family,1968,715,Residential,1,NA,R-1S
3620,490138000,Duplex,1974,2000,Residential,1,NA,R-1S
3707,490139000,Single Family,1971,1946,Residential,1,NA,R-1S
3673,490139100,Single Family,2004,1274,Residential,1,NA,R-1S
3010,490140000,Single Family,1947,3490,Residential,1,NA,R-1S
2979,490141000,Single Family,1954,1241,Residential,1,NA,R-1S
2946,490142000,Single Family,1986,1286,Residential,1,NA,R-1S
2919,490143000,Single Family,1949,2078,Residential,1,NA,R-1S
2891,490144000,Single Family,1953,1408,Residential,1,NA,R-1S
2854,490145000,Single Family,1952,1748,Residential,1,NA,R-1S
2811,490146000,Single Family-1 Conversion,1951,2348,Residential,1,NA,R-1S
2811,490146000,Single Family-1 Conversion,1973,480,Residential,1,NA,R-1S
2787,490147000,Single Family,1950,1714,Residential,1,NA,R-1S
2720,490148000,Single Family-1 Conversion,1950,2484,Residential,1,NA,R-1S
2720,490148000,Single Family-1 Conversion,1986,1344,Residential,1,NA,R-1S
2650,490149000,Vacant Land,NA,NA,Residential,0,NA,R-1S
2604,490150000,Single Family,1930,1564,Residential,1,NA,R-1S
2574,490151000,Single Family,1951,1200,Residential,1,NA,R-1S
2535,490154000,Single Family,1953,1653,Residential,1,NA,R-1S
2512,490155000,Single Family,1955,1237,Residential,1,NA,R-1S
2466,490156000,Single Family,1955,1804,Residential,1,NA,R-1S
2445,490157000,Duplex,1953,3062,Residential,1,NA,R-1S
2384,490158100,Single Family,1993,1940,Residential,1,NA,R-1S
2402,490158200,Single Family,1994,1418,Residential,1,NA,R-1S
2408,490160000,Single Family,1953,2669,Residential,1,NA,R-1S
2410,490161000,Single Family,2000,2030,Residential,1,NA,R-1S
2506,490162000,Single Family,1960,1357,Residential,1,NA,R-1S
2537,490163000,Single Family,1960,1584,Residential,1,NA,R-1S
2592,490164000,Single Family,1960,1934,Residential,1,NA,R-1S
2526,490165000,Single Family,1960,1572,Residential,1,NA,R-1S
2414,490166000,Single Family,1960,2214,Residential,1,NA,R-1S
2418,490167000,Single Family-1 Conversion,1960,1860,Residential,1,NA,R-1S
2564,490168000,Single Family-1 Conversion,1960,1359,Residential,1,NA,R-1S
2605,490169000,Single Family,1961,1902,Residential,1,NA,R-1S
2637,490170000,Single Family-1 Conversion,1960,1359,Residential,1,NA,R-1S
2662,490171000,Single Family,1920,3099,Residential,1,NA,R-1S
2732,490172000,Duplex,1964,1502,Residential,1,NA,R-1S
2805,490173000,Single Family,1957,850,Residential,1,NA,R-1S
2825,490174000,Single Family,1960,935,Residential,1,NA,R-1S
2845,490175000,Single Family,1959,693,Residential,1,NA,R-1S
2869,490176000,Single Family,1960,900,Residential,1,NA,R-1S
2897,490177000,Single Family,1955,1093,Residential,1,NA,R-1S
2923,490178000,Single Family-1 Conversion,1972,1296,Residential,1,NA,R-1S
2952,490179000,Single Family,1920,1370,Residential,1,NA,R-1S
2980,490180000,Single Family,1958,1754,Residential,1,NA,R-1S
2871,490181000,Single Family,1958,929,Residential,1,NA,R-1S
2823,490181100,Single Family,1994,1140,Residential,1,NA,R-1S
2802,490182000,Single Family,1961,925,Residential,1,NA,R-1S
2802,490182000,Single Family,1961,576,Residential,1,NA,R-1S
2780,490183000,Single Family,1968,902,Residential,1,NA,R-1S
2754,490184000,Single Family,1953,708,Residential,1,NA,R-1S
2754,490184000,Single Family,2017,1395,Residential,1,NA,R-1S
17310,490184001,Single Family,2017,1395,Residential,1,NA,R-1S
2723,490185000,Single Family,1953,1070,Residential,1,NA,R-1S
2696,490186000,Single Family,1953,1960,Residential,1,NA,R-1S
17110,490187100,Single Family,2012,1412,Residential,1,NA,R-1S
16628,490187200,Single Family,2012,1372,Residential,1,NA,R-1S
16627,490187300,Single Family,2012,1412,Residential,1,NA,R-1S
2558,490188000,Single Family,1955,932,Residential,1,NA,R-1S
2578,490189000,Single Family,1955,1457,Residential,1,NA,R-1S
2602,490190000,Single Family,1955,1208,Residential,1,NA,R-1S
2627,490191000,Single Family,1955,1509,Residential,1,NA,R-1S
2651,490192000,Single Family,1955,1534,Residential,1,NA,R-1S
2680,490193000,Single Family,1950,904,Residential,1,NA,R-1S
2705,490194000,Single Family,1955,1491,Residential,1,NA,R-1S
2729,490195000,Duplex,1966,1776,Residential,1,NA,R-1S
2827,490196000,Single Family,1957,927,Residential,1,NA,R-1S
2860,490197000,Single Family,1947,2018,Residential,1,NA,R-1S
2902,490198000,Single Family,1948,1270,Residential,1,NA,R-1S
2926,490199000,Single Family-1 Conversion,1945,1486,Residential,1,NA,R-1S
3085,490200000,Single Family,1947,1920,Residential,1,NA,R-1S
17528,490200001,Vacant Land,NA,NA,Residential,0,NA,R-1S
3015,490200100,Single Family Attached,1982,1200,Residential,2,NA,R-1S
3051,490200200,Single Family Attached,1982,1200,Residential,2,NA,R-1S
3090,490201000,Single Family,1950,1823,Residential,1,NA,R-1S
3166,490202000,Single Family-1 Conversion,1920,2722,Residential,1,NA,R-1S
3149,490202100,Single Family Attached,1975,1102,Residential,2,NA,R-1S
3125,490202200,Single Family Attached,1975,1102,Residential,2,NA,R-1S
3148,490203000,Single Family,1961,2733,Residential,1,NA,R-1S
3188,490204000,Single Family,1962,1692,Residential,1,NA,R-1S
3222,490205000,Single Family,1962,1512,Residential,1,NA,R-1S
3272,490206000,Single Family,1962,1998,Residential,1,NA,R-1S
3305,490207000,Single Family,1961,1378,Residential,1,NA,R-1S
3386,490208000,Single Family,1961,1897,Residential,1,NA,R-1S
3352,490209000,Single Family-1 Conversion,1959,1540,Residential,1,NA,R-1S
3315,490210000,Single Family,1959,2602,Residential,1,NA,R-1S
3285,490211000,Single Family,1959,2102,Residential,1,NA,R-1S
3234,490212000,Single Family,1961,2202,Residential,1,NA,R-1S
3211,490213000,Single Family,1963,1169,Residential,1,NA,R-1S
2793,490214000,Vacant Land,NA,NA,Residential,0,NA,R-1S
2836,490215000,Single Family,1963,1757,Residential,1,NA,R-1S
2918,490216000,Single Family,1964,2024,Residential,1,NA,R-1S
2964,490217000,Single Family,1965,1516,Residential,1,NA,R-1S
3006,490218000,Single Family,1964,2024,Residential,1,NA,R-1S
3063,490219000,Single Family-1 Conversion,1964,1311,Residential,1,NA,R-1S
3063,490219000,Single Family-1 Conversion,1964,446,Residential,1,NA,R-1S
3158,490220000,Single Family,1961,1443,Residential,1,NA,R-1S
3122,490221000,Single Family,1961,1544,Residential,1,NA,R-1S
3092,490222000,Single Family-1 Conversion,1962,1246,Residential,1,NA,R-1S
3047,490223000,Single Family,1961,1443,Residential,1,NA,R-1S
3009,490224000,Single Family-1 Conversion,1961,1578,Residential,1,NA,R-1S
3271,490225000,Vacant Land,NA,NA,Residential,0,NA,R-2
3160,490226000,Duplex,1966,1088,Residential,1,NA,R-2
3195,490226100,Duplex,1966,1113,Residential,1,NA,R-2
3231,490226200,Duplex,1966,1748,Residential,1,NA,R-2
3292,490227000,Vacant Land,NA,NA,Residential,0,NA,R-2
3440,490228000,Vacant Land,NA,NA,Residential,0,NA,IC
3112,490229000,Single Family-1 Conversion,1965,1473,Residential,1,NA,R-2
3074,490229100,Duplex,1966,1756,Residential,1,NA,R-2
3025,490229101,Duplex,1966,1045,Residential,1,NA,R-2
3052,490229110,Duplex,1966,1045,Residential,1,NA,R-2
3095,490229120,Single Family,1965,2072,Residential,1,NA,R-2
3126,490229130,Single Family,1965,1372,Residential,1,NA,R-2
3159,490229140,Duplex,1967,1166,Residential,1,NA,R-2
3202,490229150,Duplex,1968,1038,Residential,1,NA,R-2
3241,490229160,Duplex,1967,1166,Residential,1,NA,R-2
3042,490229200,Single Family,1965,2150,Residential,1,NA,R-2
3004,490229300,Duplex,1966,1756,Residential,1,NA,R-2
2974,490229400,Single Family,1965,1073,Residential,1,NA,R-2
2940,490229500,Single Family,1965,2116,Residential,1,NA,R-2
2899,490229600,Duplex,1967,2652,Residential,1,NA,R-2
2817,490229700,Duplex,1967,1768,Residential,1,NA,R-2
2701,490229800,Duplex,1968,1029,Residential,1,NA,R-2
17229,4902298A0,Vacant Land,NA,NA,Residential,0,NA,R-2
2886,490229900,Duplex,1966,1045,Residential,1,NA,R-2
4460,490235000,Vacant Land,NA,NA,Residential,0,NA,IC
4847,490235100,Vacant Land,NA,NA,Residential,0,NA,IC
4880,490239000,Vacant Land,NA,NA,Residential,0,NA,IC
14753,490244100,Vacant Land,NA,NA,Residential,0,NA,CC
5509,500001100,Vacant Land,NA,NA,Residential,0,NA,R-2
5508,500001200,Vacant Land,NA,NA,Residential,0,NA,R-2
5516,500002000,Single Family,1952,1256,Residential,1,NA,R-2
5539,500003000,Single Family,1952,2238,Residential,1,NA,R-2
5603,500004000,Single Family,1960,2075,Residential,1,NA,R-2
5653,500005000,Vacant Land,NA,NA,Residential,0,NA,R-3H
5656,500005100,Duplex,1986,2466,Residential,1,NA,R-2
5636,500005200,Duplex,1986,2466,Residential,1,NA,R-2
5561,500005300,Duplex,1986,2964,Residential,1,NA,R-2
5828,500006000,Vacant Land,NA,NA,Residential,0,NA,HS
5813,500007000,Vacant Land,NA,NA,Residential,0,NA,HS
5771,500008000,Parking Lot,NA,NA,Residential,0,NA,HS
5616,500009000,Vacant Land,NA,NA,Residential,0,NA,CC
5789,500012000,Vacant Land,NA,NA,Residential,0,NA,CC
5786,500012100,Vacant Land,NA,NA,Residential,0,NA,CC
5999,500015000,Vacant Land,NA,NA,Residential,0,NA,CC
6096,500016000,Vacant Land,NA,NA,Residential,0,NA,CC
6182,500018000,Parking Lot,NA,NA,Residential,0,NA,CC
5966,500020000,Single Family,1953,1125,Residential,1,NA,R-2
5939,500021000,Single Family,1953,1125,Residential,1,NA,R-2
5914,500022000,Single Family,1953,1125,Residential,1,NA,R-2
5757,500024000,Single Family,1956,1494,Residential,1,NA,R-2
5886,500025000,Single Family,1953,1125,Residential,1,NA,R-2
5854,500026000,Single Family,1953,1748,Residential,1,NA,R-2
5831,500027000,Single Family,1953,1033,Residential,1,NA,R-2
5730,500028000,Single Family,1954,1398,Residential,1,NA,R-2
5979,500031000,Single Family,1959,2000,Residential,1,NA,R-2
5934,500031100,Single Family,1959,1674,Residential,1,NA,R-2
5897,500031200,Single Family,1959,2250,Residential,1,NA,R-2
5859,500031300,Duplex,1964,661,Residential,1,NA,R-2
5824,500031400,Duplex,1960,1102,Residential,1,NA,R-2
5781,500031500,Single Family,1960,1502,Residential,1,NA,R-2
5747,500031600,Single Family,1962,1198,Residential,1,NA,R-2
6112,500032000,Single Family-1 Conversion,1959,1108,Residential,1,NA,HS
6074,500032100,Single Family,1958,1250,Residential,1,NA,R-2
6052,500032200,Single Family,1957,1816,Residential,1,NA,R-2
6024,500032300,Single Family-1 Conversion,1957,1284,Residential,1,NA,R-2
5993,500032400,Single Family,1957,1303,Residential,1,NA,R-2
5988,500032600,Duplex,1960,1543,Residential,1,NA,R-2
5940,500032700,Single Family-1 Conversion,1959,1449,Residential,1,NA,R-2
5913,500032800,Duplex,1961,1904,Residential,1,NA,R-2
6076,500033000,Vacant Land,NA,NA,Residential,0,NA,HS
6119,500034000,Vacant Land,NA,NA,Residential,0,NA,HS
6300,500044000,Vacant Land,NA,NA,Residential,0,NA,CC
6472,500045000,Single Family,1940,1630,Residential,1,NA,CC
6105,500051000,Single Family,1953,3046,Residential,1,NA,R-2
6153,500052000,Single Family,1953,2002,Residential,1,NA,R-2
6201,500054000,Single Family-1 Conversion,1920,2437,Residential,1,NA,HS
6180,500055000,Single Family,1924,1044,Residential,1,NA,R-2
6118,500056000,Single Family,1953,781,Residential,1,NA,R-2
6072,500057000,Single Family,1953,893,Residential,1,NA,R-2
6038,500058000,Single Family,1953,1209,Residential,1,NA,R-2
6016,500059000,Single Family-1 Conversion,1924,2916,Residential,1,NA,R-2
6016,500059000,Single Family-1 Conversion,1967,2220,Residential,1,NA,R-2
NA,500059002,Vacant Land,NA,NA,Residential,0,NA,NA
NA,500059003,Vacant Land,NA,NA,Residential,0,NA,NA
6156,500059100,Single Family,1972,1599,Residential,1,NA,R-2
5963,500060000,Single Family,1951,1707,Residential,1,NA,R-2
6030,500061000,Single Family,1940,900,Residential,1,NA,R-2
6089,500062000,Single Family,1920,1145,Residential,1,NA,R-2
6087,500063000,Single Family-1 Conversion,1954,1220,Residential,1,NA,R-2
6070,500064000,Single Family,1953,1556,Residential,1,NA,R-2
6031,500064100,Single Family,1954,776,Residential,1,NA,R-2
5909,500065000,Single Family,1923,1552,Residential,1,NA,R-2
5955,500065A00,Single Family,2012,2940,Residential,1,NA,R-2
5900,500066000,Single Family,1910,1952,Residential,1,NA,R-2
5887,500066100,Duplex,1980,2464,Residential,1,NA,R-2
5844,500066200,Single Family Attached,1997,1283,Residential,2,NA,R-2
5863,500066300,Single Family Attached,1997,1283,Residential,2,NA,R-2
5962,500067000,Single Family-1 Conversion,1936,1371,Residential,1,NA,R-2
6015,500068000,Single Family-1 Conversion,1924,1935,Residential,1,NA,R-2
6010,500068100,Single Family,1989,1520,Residential,1,NA,R-2
6123,500069000,Single Family,1920,3574,Residential,1,NA,R-2
6315,500070000,Single Family,1958,1287,Residential,1,NA,R-2
6287,500070100,Single Family-1 Conversion,1958,1286,Residential,1,NA,R-2
6256,500070200,Single Family,1958,1426,Residential,1,NA,R-2
6229,500070300,Single Family,1958,1544,Residential,1,NA,R-2
6175,500070400,Single Family,1958,1129,Residential,1,NA,R-2
6146,500070500,Single Family-1 Conversion,1958,1529,Residential,1,NA,R-2
6191,500071000,Single Family,1905,1548,Residential,1,NA,R-2
6208,500072000,Single Family,1931,1756,Residential,1,NA,R-2
6234,500073000,Single Family,1940,1739,Residential,1,NA,R-2
6250,500074000,Single Family-1 Conversion,1931,1450,Residential,1,NA,R-2
6280,500075000,Single Family,1950,1920,Residential,1,NA,R-2
6298,500076000,Single Family,1950,2371,Residential,1,NA,R-2
6319,500077000,Single Family,2013,1200,Residential,1,NA,R-2
6342,500078000,Vacant Land,NA,NA,Residential,0,NA,HS
6355,500079000,Single Family,1948,1050,Residential,1,NA,HS
6379,500080000,Single Family,1948,1060,Residential,1,NA,HS
6415,500083000,Single Family,1948,695,Residential,1,NA,HS
6428,500084000,Single Family,1948,695,Residential,1,NA,HS
6435,500085000,Single Family,1948,695,Residential,1,NA,HS
6356,500087000,Duplex,1959,3282,Residential,1,NA,HS
6362,500088000,Single Family,1952,863,Residential,1,NA,R-2
6385,500089000,Single Family,1950,1757,Residential,1,NA,R-2
6413,500090000,Single Family,1955,1296,Residential,1,NA,R-2
6542,500100000,Vacant Land,NA,NA,Residential,0,NA,HS
6497,500104000,Single Family,1935,928,Residential,1,NA,HS
6552,500106000,Single Family,1935,1014,Residential,1,NA,HS
6594,500107000,Single Family,1934,1130,Residential,1,NA,HS
6627,500108000,Single Family,1956,1624,Residential,1,NA,R-1S
6657,500108100,Single Family,1955,1852,Residential,1,NA,R-1S
6691,500109000,Single Family,1968,774,Residential,1,NA,R-1S
6691,500109000,Single Family,1949,1962,Residential,1,NA,R-1S
6738,500110000,Single Family,1947,921,Residential,1,NA,R-1S
6774,500111000,Single Family,1933,960,Residential,1,NA,R-1S
6823,500112000,Single Family,1935,1053,Residential,1,NA,R-1S
6867,500113000,Single Family,1935,840,Residential,1,NA,R-1S
6914,500114000,Single Family,1953,1454,Residential,1,NA,R-1S
6973,500115000,Single Family,1953,1440,Residential,1,NA,R-1S
7022,500116000,Single Family-1 Conversion,1920,1786,Residential,1,NA,R-1S
7083,500117000,Single Family,1948,2125,Residential,1,NA,R-1S
7131,500118000,Single Family,1948,2435,Residential,1,NA,R-1S
7195,500120000,Single Family,1940,2292,Residential,1,NA,R-1S
7069,500122000,Single Family,1938,1226,Residential,1,NA,R-1S
6993,500123000,Single Family,1940,1425,Residential,1,NA,R-1S
6946,500124000,Duplex,1985,2080,Residential,1,NA,R-1S
6892,500125000,Duplex,1985,2080,Residential,1,NA,R-1S
6843,500126000,Single Family,1935,884,Residential,1,NA,R-1S
6758,500127000,Single Family,1950,1368,Residential,1,NA,R-1S
6799,500127100,Single Family,1991,2080,Residential,1,NA,R-1S
6713,500128000,Single Family,1949,1922,Residential,1,NA,R-1S
6678,500128100,Single Family,1948,1822,Residential,1,NA,R-1S
6641,500129000,Duplex,1972,1632,Residential,1,NA,R-1S
6617,500130000,Duplex,1972,1632,Residential,1,NA,R-1S
6581,500131000,Single Family,2000,1008,Residential,1,NA,R-1S
6511,500132000,Single Family,1954,1612,Residential,1,NA,R-1S
6538,500132100,Single Family,1958,1619,Residential,1,NA,R-1S
6424,500133000,Vacant Land,NA,NA,Residential,0,NA,R-1S
6573,500133100,Vacant Land,NA,NA,Residential,0,NA,R-1S
6632,500134000,Single Family,1953,1560,Residential,1,NA,R-1S
6671,500135000,Duplex,1986,1976,Residential,1,NA,R-1S
6706,500136000,Single Family,1949,2462,Residential,1,NA,R-1S
6748,500137000,Single Family,1946,1536,Residential,1,NA,R-1S
6791,500138000,Single Family,1951,1804,Residential,1,NA,R-1S
6836,500139000,Single Family,1940,1348,Residential,1,NA,R-1S
6889,500140000,Single Family,1960,1920,Residential,1,NA,R-1S
6935,500141000,Single Family,1946,1664,Residential,1,NA,R-1S
6989,500142000,Single Family,1950,1585,Residential,1,NA,R-1S
7097,500143000,Vacant Land,NA,NA,Residential,0,NA,R-1S
7097,500143000,Vacant Land,1920,1561,Residential,0,NA,R-1S
7194,500143100,Vacant Land,NA,NA,Residential,0,NA,R-1S
6106,500144000,Vacant Land,NA,NA,Residential,0,NA,MLTP
4378,510001000,Single Family,1984,1296,Residential,1,NA,R-1
4408,510001100,Single Family,1984,1944,Residential,1,NA,R-1
4425,510001200,Duplex,1984,2460,Residential,1,NA,R-1S
4432,510002000,Single Family,1900,2372,Residential,1,NA,R-1SC
4533,510003000,Single Family,1929,1516,Residential,1,NA,R-1SC
4562,510004000,Single Family-1 Conversion,1925,3041,Residential,1,NA,R-1SC
4412,510004100,Vacant Land,NA,NA,Residential,0,NA,R-1
4605,510005000,Vacant Land,NA,NA,Residential,0,NA,R-1SC
4452,510005100,Single Family,2003,2774,Residential,1,NA,R-1
4645,510006000,Single Family,1900,3312,Residential,1,NA,R-1SC
4564,510006100,Single Family,1970,1057,Residential,1,NA,R-1
4499,510006200,Single Family,1970,1638,Residential,1,NA,R-1
4741,510007000,Single Family,1946,3328,Residential,1,NA,R-1SC
4635,510007100,Single Family,1960,1118,Residential,1,NA,R-1
4610,510007200,Vacant Land,NA,NA,Residential,0,NA,MLTP
